Several ^ap++++=Several
protein ^nn++++=protein
within ^in++++=within
these ^dt+dem+++=these
structures ^nns++++=structures.
. ^zz++++=EXTRAWORD
The ^ati++++=The
interaction ^nn++++=interaction
between ^in++++=between
N ^zz++++=N
protein ^nn++++=protein
and ^cc++++=and
nucleolin ^nn+++??+=nucleolin
( ^zz++++=(NCL)
ncl ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
may ^md+pos+++=may
account ^vb++++=account
for ^in++++=for
the ^ati++++=the
nucleolar ^nn+++??+=nucleolar
localization ^nn++++=localization
of ^in++++=of
coronavirus ^nns+++??+=coronavirus
N ^zz++++=N
proteins ^nns+++??+=proteins
( ^zz++++=(Chen
chen ^nn+++??+=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
2002 ^cd++++=2002).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Furthermore ^rb+cnj+++=Furthermore,
, ^zz++++=EXTRAWORD
Rna ^np+++??+=RNA
interference ^nn++++=interference-mediated
- ^zz++++=EXTRAWORD
mediated ^nn+++??+=EXTRAWORD
depletion ^nn++++=depletion
of ^in++++=of
specific ^jj+atrb+++=specific
cellular ^jj+atrb+++=cellular
targets ^nns++++=targets,
, ^zz++++=EXTRAWORD
including ^in++++=including
Ncl ^np+++??+=NCL,
, ^zz++++=EXTRAWORD
Rpl19 ^np+++??+=RPL19,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Gsk3 ^np+++??+=GSK3,
, ^zz++++=EXTRAWORD
has ^vbz+hvz+aux++=has
demonstrated ^vprf+++xvbnx+=demonstrated
their ^pp$+pp3+++=their
functional ^jj+atrb+++=functional
significance ^nn++++=significance
in ^in++++=in
coronavirus ^nns++++=coronavirus
replication ^nn++++=replication
( ^zz++++=(Emmott
emmott ^nn++++=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
2013 ^cd++++=2013).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
