Although ^cs+con+++=Although
use ^nn++++=use
of ^in++++=of
mean ^nn++++=mean
and ^cc++++=and
median ^jj++++=median
( ^zz++++=(Vanclay
vanclay ^nn+++??+=EXTRAWORD
2012 ^cd++++=2012),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
can ^md+pos+++=can
be ^vb+be+aux++=be
disproportionately ^rb++splt++=disproportionately
affected ^vpsv++by+xvbnx+=affected
by ^in++++=by
a ^at++++=a
small ^jj+atrb+++=small
number ^nn++++=number
of ^in++++=of
highly ^rb+amp+++=highly
cited ^xvbn+++xvbn+=cited
papers ^nns++++=papers
( ^zz++++=(e.g.,
e.g ^rb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Dimitrov ^np+++??+=Dimitrov
2010 ^cd++++=2010).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
extensive ^jj+atrb+++=extensive
reliance ^nn++++=reliance
on ^in++++=on
Jif ^np+++??+=JIF
has ^vbz+hvz+aux++=has
led ^vprf+++xvbnx+=led
to ^in++++=to
several ^ap++++=several
distortions ^nns++++=distortions,
, ^zz++++=EXTRAWORD
including ^in++++=including
the ^ati++++=the
proliferation ^nn++++=proliferation
of ^in++++=of
multi ^nn+++??+=multi-authored
- ^zz++++=EXTRAWORD
authored ^nn+++??+=EXTRAWORD
papers ^nns++++=papers
without ^in++++=without
clear ^jj+atrb+++=clear
justification ^nn++++=justification
and ^cc++++=and
strategies ^nns+++??+=strategies
by ^in++++=by
journals ^nns++++=journals
to ^to++++=to
artificially ^rb++splt++=artificially
inflate ^vbi+++??+=inflate
their ^pp$+pp3+++=their
Jif ^np+++??+=JIF.
. ^zz++++=EXTRAWORD
In ^in++++=In
response ^nn++++=response
to ^in++++=to
metric ^jj+atrb++??+=metric
inflation ^nn++++=inflation,
, ^zz++++=EXTRAWORD
bibliometric ^nn+++??+=bibliometric
platforms ^nns++++=platforms
act ^nn++++=act
as ^ql++++=as
regulators ^vbz+++??+=regulators
by ^in++++=by
excluding ^xvbg+++xvbg+=excluding
or ^cc++++=or
penalizing ^nn+++??+=penalizing
journals ^nns++++=journals
that ^tht+rel+subj++=that
engage ^vb++++=engage
in ^in++++=in
such ^abl++++=such
practices ^nns++++=practices.
. ^zz++++=EXTRAWORD
For ^in++++=For
example ^nn++++=example,
, ^zz++++=EXTRAWORD
indexing ^nn+++??+=indexing
services ^nns++++=services
such ^abl++++=such
as ^ql++++=as
Clarivate ^np+++??+=Clarivate/JCR
employ ^vb++++=employ
at ^in++++=at
least ^ql++++=least
24 ^cd++++=24
criteria ^nns++++=criteria
in ^in++++=in
an ^at++++=an
analysis ^nn++++=analysis
process ^nn++++=process
that ^tht+rel+subj++=that
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
fully ^rb+amp+++=fully
transparent ^jj++++=transparent
or ^cc+phrs+++=or
reproducible ^jj++++=reproducible.
. ^zz++++=EXTRAWORD
Journals ^nns++++=Journals
that ^tht+rel+subj++=that
fail ^vb++++=fail
to ^to+vcmp+++=to
meet ^vbi++++=meet
these ^dt+dem+++=these
criteria ^nns++++=criteria
may ^md+pos+++=may
be ^vb+be+aux++=be
suppressed ^vpsv++agls+xvbnx+=suppressed
( ^zz++++=(Clarivate
clarivate ^nn+++??+=EXTRAWORD
2020a ^cd++++=2020a).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
lack ^nn++++=lack
of ^in++++=of
transparency ^nn++++=transparency
in ^in++++=in
these ^dt+dem+++=these
procedures ^nns++++=procedures
hinders ^nns+++??+=hinders
the ^ati++++=the
objective ^jj+atrb+++=objective
evaluation ^nn++++=evaluation
of ^in++++=of
journal ^nn++++=journal
suppressions ^nns++++=suppressions
and ^cc++++=and
raises ^vbz++++=raises
concerns ^nns++++=concerns
regarding ^in++++=regarding
oversight ^nn++++=oversight
and ^cc++++=and
accountability ^nn++++=accountability.
. ^zz++++=EXTRAWORD
