Several ^ap++++=Several
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
2020 ^cd++++=2020).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
In ^in++++=In
patients ^nns++++=patients
with ^in++++=with
Covid ^np+++??+=COVID-19,
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
, ^zz++++=EXTRAWORD
combined ^j+++xvbn+=combined
Lpv ^np+++??+=LPV/r
therapy ^nn++++=therapy
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
associated ^vpsv++agls+xvbnx+=associated
with ^in++++=with
a ^at++++=a
reduced ^jj+atrb++xvbn+=reduced
time ^nn++++=time
to ^in++++=to
viral ^jj+atrb++??+=viral
clearance ^nn++++=clearance
( ^zz++++=(Yao
yao ^nn+++??+=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
2020 ^cd++++=2020)
) ^zz++++=EXTRAWORD
and ^cc++++=and
an ^at++++=an
increase ^nn++++=increase
in ^in++++=in
eosinophil ^nn+++??+=eosinophil
counts ^vbz++++=counts,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
may ^md+pos+++=may
indicate ^vb+vprv+++=indicate
clinical ^jj+atrb+++=clinical
improvement ^nn++++=improvement
( ^zz++++=(Liu
liu ^nn+++??+=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
2020 ^cd++++=2020).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
other ^ap++++=other
studies ^nns++++=studies
have ^vb+hv+aux++=have
found ^vprf+++xvbnx+=found
no ^at++++=no
significant ^jj+atrb+++=significant
benefit ^nn++++=benefit
of ^in++++=of
lopinavir ^nn+++??+=lopinavir
and ^cc++++=and
ritonavir ^nn+++??+=ritonavir
in ^in++++=in
patients ^nns++++=patients
with ^in++++=with
advanced ^jj+++xvbn+=advanced
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
( ^zz++++=(Cao
cao ^nn+++??+=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
2020 ^cd++++=2020)
) ^zz++++=EXTRAWORD
or ^cc++++=or
in ^in++++=in
reducing ^xvbg+++xvbg+=reducing
the ^ati++++=the
duration ^nn++++=duration
of ^in++++=of
Sars ^np+++??+=SARS-CoV-2
- ^zz++++=EXTRAWORD
cov ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
2 ^zz++++=EXTRAWORD
shedding ^jj+++xvbg+=shedding
( ^zz++++=(Cheng
cheng ^nn+++??+=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
2020 ^cd++++=2020).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
A ^at++++=A
retrospective ^jj+atrb+++=retrospective
analysis ^nn++++=analysis
of ^in++++=of
adverse ^jj+atrb+++=adverse
drug ^nn++++=drug
reactions ^nns++++=reactions
( ^zz++++=(ADRs)
adrs ^nns+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
among ^in++++=among
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
patients ^nns++++=patients
at ^in++++=at
the ^ati++++=the
First ^od++++=First
Hospital ^npl++++=Hospital
of ^in++++=of
Changsha ^np+++??+=Changsha
in ^in++++=in
China ^np++++=China
indicated ^vbd+vprv++xvbn+=indicated
that ^tht+vcmp+++=that
approximately ^rb+down+++=approximately
64 ^cd++++=64%
% ^zz++++=EXTRAWORD
of ^in++++=of
observed ^vbn+vprv+tht0+xvbn+=observed
Adrs ^np+++??+=ADRs
were ^vbd+bed+aux++=were
associated ^vpsv++agls+xvbnx+=associated
with ^in++++=with
Lpv ^np+++??+=LPV/r
use ^nn++++=use
( ^zz++++=(Sun
sun ^nn++++=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
2020 ^cd++++=2020),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
patients ^nns++++=patients
receiving ^vwbg+++xvbg+=receiving
Lpv ^np+++??+=LPV/r
exhibited ^vbd+++xvbn+=exhibited
a ^at++++=a
significantly ^rb++++=significantly
higher ^jjr+atrb+++=higher
incidence ^nn++++=incidence
of ^in++++=of
abnormal ^jj+atrb+++=abnormal
liver ^nn++++=liver
function ^nn++++=function
( ^zz++++=(Fan
fan ^nn++++=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
2020 ^cd++++=2020).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Currently ^rb+cnj+++=Currently,
, ^zz++++=EXTRAWORD
approximately ^rb+down+++=approximately
211 ^cd++++=211
clinical ^jj+atrb+++=clinical
trials ^nns++++=trials
are ^vb+ber+aux++=are
investigating ^vbg+++xvbgx+=investigating
these ^dt+dem+++=these
antivirals ^nns+++??+=antivirals,
, ^zz++++=EXTRAWORD
including ^in++++=including
lopinavir ^nn+++??+=lopinavir,
, ^zz++++=EXTRAWORD
ritonavir ^nn+++??+=ritonavir,
, ^zz++++=EXTRAWORD
remdesivir ^nn+++??+=remdesivir,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
favipiravir ^nn+++??+=favipiravir,
, ^zz++++=EXTRAWORD
either ^dtx++++=either
alone ^jj++++=alone,
, ^zz++++=EXTRAWORD
in ^in++++=in
combination ^nn++++=combination,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
with ^in++++=with
other ^ap++++=other
agents ^nns++++=agents
in ^in++++=in
patients ^nns++++=patients
with ^in++++=with
Sars ^np+++??+=SARS-CoV-2
- ^zz++++=EXTRAWORD
cov ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
2 ^zz++++=EXTRAWORD
infection ^nn++++=infection
( ^zz++++=(Cochrane
cochrane ^nn++++=EXTRAWORD
covid ^np++++=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
study ^nn++++=Study
register ^nn++++=Register).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
