Several ^ap++++=Several
interaction ^nn++++=interaction
between ^in++++=between
Sars ^np+++??+=SARS-CoV
- ^zz++++=EXTRAWORD
cov ^nn+++??+=EXTRAWORD
nsp2 ^nn+++??+=nsp2
and ^cc++++=and
cellular ^jj+atrb+++=cellular
prohibitins ^nns+++??+=prohibitins,
, ^zz++++=EXTRAWORD
indicating ^vbg+vprv++xvbg+=indicating
that ^tht+vcmp+++=that
this ^dt+dem+++=this
nonstructural ^nn+++??+=nonstructural
protein ^nn++++=protein
may ^md+pos+++=may
contribute ^vb++++=contribute
to ^in++++=to
the ^ati++++=the
disruption ^nn++++=disruption
of ^in++++=of
intracellular ^nn+++??+=intracellular
host ^nn++++=host
signaling ^nn+++??+=signaling
pathways ^nns+++??+=pathways
( ^zz++++=(Cornillez-Ty
cornillez ^nn++++=EXTRAWORD
- ^zz++++=EXTRAWORD
ty ^nn++++=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2009 ^cd++++=2009).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
