Several ^ap++++=Several
ribavirin ^nn+++??+=ribavirin,
, ^zz++++=EXTRAWORD
sofosbuvir ^nn+++??+=sofosbuvir,
, ^zz++++=EXTRAWORD
galidesivir ^nn+++??+=galidesivir,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
tenofovir ^nn+++??+=tenofovir,
, ^zz++++=EXTRAWORD
have ^vb+hv+aux++=have
demonstrated ^vprf+++xvbnx+=demonstrated
the ^ati++++=the
ability ^nn++++=ability
to ^to+ncmp+++=to
bind ^vbi++++=bind
to ^in++++=to
Sars ^np+++??+=SARS-CoV-2
- ^zz++++=EXTRAWORD
cov ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
2 ^zz++++=EXTRAWORD
Rdrp ^np+++??+=RdRp
( ^zz++++=(Elfiky
elfiky ^nn+++??+=EXTRAWORD
2020 ^cd++++=2020).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Favipiravir ^np+++??+=Favipiravir,
, ^zz++++=EXTRAWORD
a ^at++++=a
purine ^nn+++??+=purine
analog ^nn+++??+=analog
used ^vwbn+++xvbn+=used
in ^in++++=in
the ^ati++++=the
treatment ^nn++++=treatment
of ^in++++=of
influenza ^nn++++=influenza,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
currently ^rb++++=currently
being ^xvbg+++xvbg+=being
tested ^vwbn+++xvbn+=tested
against ^in++++=against
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
and ^cc++++=and
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
reported ^vpsv++agls+xvbnx+=reported
to ^to+vcmp+++=to
reduce ^vbi++++=reduce
the ^ati++++=the
time ^nn++++=time
to ^in++++=to
viral ^jj+atrb++??+=viral
clearance ^nn++++=clearance
compared ^vbd+++xvbn+=compared
to ^in++++=to
lopinavir ^nn+++??+=lopinavir/ritonavir
treatment ^nn++++=treatment
( ^zz++++=(Cai
cai ^nn+++??+=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
2020 ^cd++++=2020).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Ongoing ^np+++??+=Ongoing
clinical ^jj+atrb+++=clinical
trials ^nns++++=trials
are ^vb+ber+vrb++=are
evaluating ^nn+++??+=evaluating
the ^ati++++=the
efficacy ^nn++++=efficacy
of ^in++++=of
remdesivir ^nn+++??+=remdesivir
and ^cc++++=and
ribavirin ^nn+++??+=ribavirin
against ^in++++=against
Covid ^np+++??+=COVID-19;
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
; ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
concerns ^nns++++=concerns
remain ^vb++++=remain
regarding ^in++++=regarding
their ^pp$+pp3+++=their
cost ^nn++++=cost,
, ^zz++++=EXTRAWORD
routes ^nns++++=routes
of ^in++++=of
administration ^nn++++=administration,
, ^zz++++=EXTRAWORD
side ^nn++++=side
effects ^nns++++=effects,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
overall ^jjb+atrb+++=overall
efficacy ^nn++++=efficacy
( ^zz++++=(Khalili
khalili ^nn++++=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
2020 ^cd++++=2020).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
