According ^in+cmpx+++=According
) ^zz++++=EXTRAWORD
patients ^nns++++=patients
who ^whp+rel+subj++=who
exhibit ^vb++++=exhibit
elevated ^vbd+++xvbn+=elevated
D ^zz++++=D-dimer
- ^zz++++=EXTRAWORD
dimer ^nn+++??+=EXTRAWORD
levels ^nns++++=levels,
, ^zz++++=EXTRAWORD
evidence ^nn++++=evidence
of ^in++++=of
severe ^jj+atrb+++=severe
inflammation ^nn+++??+=inflammation,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
signs ^nns++++=signs
of ^in++++=of
hepatic ^nn++++=hepatic
or ^cc++++=or
renal ^jj+atrb+++=renal
dysfunction ^nn++++=dysfunction.
. ^zz++++=EXTRAWORD
