Data ^nns++++=Data
& ^zz++++=&
Miller ^np++++=Miller
( ^zz++++=(2002).
2002 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Additionally ^np+++??+=Additionally,
, ^zz++++=EXTRAWORD
in ^in++++=in
10 ^cd++++=10
subtransects ^nns+++??+=subtransects
( ^zz++++=(1
1 ^zz++++=EXTRAWORD
50 ^cd++++=50
m ^zz++++=m),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
all ^abn++++=all
plants ^nns++++=plants
with ^in++++=with
a ^at++++=a
dbh ^nn+++??+=dbh
less ^rbr++++=less
than ^in++++=than
2.5 ^cd++++=2.5
cm ^nnu++++=cm
and ^cc++++=and
a ^at++++=a
height ^nn++++=height
greater ^jjr++++=greater
than ^in++++=than
1 ^zz++++=1
m ^zz++++=m
were ^vbd+bed+vrb++=were
sampled ^nn++++=sampled
( ^zz++++=(see
see ^vb+vprv+++=EXTRAWORD
figure ^nn++++=Figure
1 ^zz++++=1).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
