Although ^cs+con+++=Although
which ^whp+rel+subj++=which
are ^vb+ber+aux++=are
associated ^vpsv++agls+xvbnx+=associated
with ^in++++=with
antidepressant ^nn+++??+=antidepressant
and ^cc++++=and
anxiolytic ^nn+++??+=anxiolytic
effects ^nns++++=effects.
. ^zz++++=EXTRAWORD
Second ^rb+cnj+++=Second,
, ^zz++++=EXTRAWORD
Mvpa ^np+++??+=MVPA
enhances ^vbz++++=enhances
neuroplasticity ^nn+++??+=neuroplasticity
and ^cc++++=and
brain ^nn++++=brain
function ^nn++++=function,
, ^zz++++=EXTRAWORD
as ^in++++=as
indicated ^nn++++=indicated
by ^in++++=by
increased ^jj+atrb++xvbn+=increased
levels ^nns++++=levels
of ^in++++=of
neurotrophic ^nn+++??+=neurotrophic
factors ^nns++++=factors
such ^abl++++=such
as ^ql++++=as
brain ^nn++++=brain-derived
- ^zz++++=EXTRAWORD
derived ^vbd+++xvbn+=EXTRAWORD
neurotrophic ^nn+++??+=neurotrophic
factor ^nn++++=factor
( ^zz++++=(BDNF),
bdnf ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
are ^vb+ber+aux++=are
implicated ^vpsv++agls+xvbnx+=implicated
in ^in++++=in
the ^ati++++=the
antidepressant ^nn+++??+=antidepressant
effects ^nns++++=effects
of ^in++++=of
exercise ^nn++++=exercise.
. ^zz++++=EXTRAWORD
Third ^rb+cnj+++=Third,
, ^zz++++=EXTRAWORD
Mvpa ^np+++??+=MVPA
may ^md+pos+++=may
strengthen ^vb++++=strengthen
anti ^nn+++??+=anti-inflammatory
- ^zz++++=EXTRAWORD
inflammatory ^jj++++=EXTRAWORD
and ^cc++++=and
antioxidant ^nn+++??+=antioxidant
systems ^nns++++=systems,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
are ^vb+ber+aux++=are
often ^rb++splt++=often
compromised ^vpsv++agls+xvbnx+=compromised
in ^in++++=in
individuals ^nns++++=individuals
with ^in++++=with
depressive ^nn+++??+=depressive
and ^cc++++=and
anxiety ^nn++++=anxiety
disorders ^nns++++=disorders.
. ^zz++++=EXTRAWORD
Conversely ^rb+cnj+++=Conversely,
, ^zz++++=EXTRAWORD
randomized ^vb+++??+=randomized
controlled ^vbd+++xvbn+=controlled
trials ^nns++++=trials
have ^vb+hv+aux++=have
demonstrated ^vprf++tht0+xvbnx+=demonstrated
that ^tht+vcmp+++=that
increased ^vbd+++xvbn+=increased
sedentary ^nn+++??+=sedentary
behavior ^nn++++=behavior
( ^zz++++=(SB)
sb ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
can ^md+pos+++=can
elevate ^vb++++=elevate
depressive ^jj+atrb++??+=depressive
symptoms ^nns++++=symptoms,
, ^zz++++=EXTRAWORD
partially ^rb+down+++=partially
mediated ^nn+++??+=mediated
by ^in++++=by
increased ^jj+atrb++xvbn+=increased
inflammatory ^jj+atrb+++=inflammatory
markers ^nns++++=markers.
. ^zz++++=EXTRAWORD
Fourth ^rb+cnj+++=Fourth,
, ^zz++++=EXTRAWORD
engagement ^nn++++=engagement
in ^in++++=in
Mvpa ^np+++??+=MVPA
may ^md+pos+++=may
reduce ^vb++++=reduce
exposure ^nn++++=exposure
to ^in++++=to
anxiogenic ^nn+++??+=anxiogenic
content ^nn++++=content,
, ^zz++++=EXTRAWORD
such ^abl++++=such
as ^ql++++=as
information ^nn++++=information
about ^in++++=about
infection ^nn++++=infection
risks ^nns++++=risks
and ^cc++++=and
other ^ap++++=other
stressors ^vbz+++??+=stressors
encountered ^vbd+++xvbn+=encountered
during ^in++++=during
self ^nn++++=self-isolation,
- ^zz++++=EXTRAWORD
isolation ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
by ^in++++=by
occupying ^xvbg+++xvbg+=occupying
time ^nn++++=time
and ^cc++++=and
attention ^nn++++=attention
that ^tht+rel+subj++=that
might ^md+pos+++=might
otherwise ^rb+cnj+++=otherwise
be ^vb+be+aux++=be
spent ^vpsv++agls+xvbnx+=spent
ruminating ^jj++++=ruminating
on ^in++++=on
such ^abl++++=such
information ^nn++++=information.
. ^zz++++=EXTRAWORD
Fifth ^rb+cnj+++=Fifth,
, ^zz++++=EXTRAWORD
psychosocial ^jj+atrb+++=psychosocial
mechanisms ^nns++++=mechanisms,
, ^zz++++=EXTRAWORD
including ^in++++=including
increased ^jj+atrb++xvbn+=increased
social ^jj+atrb+++=social
connectivity ^nn+++??+=connectivity,
, ^zz++++=EXTRAWORD
may ^md+pos+++=may
contribute ^vb++++=contribute
to ^in++++=to
the ^ati++++=the
antidepressant ^nn+++??+=antidepressant
effects ^nns++++=effects
of ^in++++=of
exercise ^nn++++=exercise,
, ^zz++++=EXTRAWORD
as ^ql++++=as
individuals ^nns++++=individuals
who ^whp+rel+subj++=who
are ^vb+ber+vrb++=are
more ^rbr++++=more
physically ^rb++++=physically
active ^jj++++=active
may ^md+pos+++=may
participate ^vb++++=participate
in ^in++++=in
group ^nn++++=group
activities ^nns++++=activities
or ^cc++++=or
experience ^nn++++=experience
positive ^jj++++=positive
affect ^vb++++=affect
through ^in++++=through
social ^jj+atrb+++=social
interaction ^nn++++=interaction,
, ^zz++++=EXTRAWORD
including ^in++++=including
online ^nn+++??+=online
platforms ^nns++++=platforms
during ^in++++=during
the ^ati++++=the
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
pandemic ^nn+++??+=pandemic.
. ^zz++++=EXTRAWORD
Finally ^rb+cnj+++=Finally,
, ^zz++++=EXTRAWORD
evidence ^nn++++=evidence
suggests ^vbz+vpub+++=suggests
a ^at++++=a
bidirectional ^nn+++??+=bidirectional
relationship ^nn++++=relationship
between ^in++++=between
Mvpa ^np+++??+=MVPA,
, ^zz++++=EXTRAWORD
Sb ^np+++??+=SB,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
depressive ^nn+++??+=depressive
and ^cc++++=and
anxiety ^nn++++=anxiety
symptoms ^nns++++=symptoms,
, ^zz++++=EXTRAWORD
indicating ^vbg+vprv++xvbg+=indicating
that ^tht+vcmp+++=that
individuals ^nns++++=individuals
with ^in++++=with
these ^dt+dem+++=these
symptoms ^nns++++=symptoms
are ^vb+ber+vrb++=are
less ^rbr++++=less
likely ^jj+pred+++=likely
to ^to+jcmp+++=to
be ^vbi++vrb++=be
physically ^rb++++=physically
active ^jj+pred+++=active
and ^cc++++=and
more ^rbr++++=more
likely ^jj++++=likely
to ^to+jcmp+++=to
engage ^vb++++=engage
in ^in++++=in
sedentary ^nn++++=sedentary
behavior ^nn++++=behavior.
. ^zz++++=EXTRAWORD
