Title	URL	Authors	Published	PDF Language	PDF URL	Submitted	Posted	Text ID	Discipline	Section	Paragraph	Text Paragraph	Text Paragraph ChatGPT	Section Code	Paragraph Code	EL2AP Filename	AI-EL2AP Filename	Type/Token	Word Length	Word Count	Factor 1 Score	Factor 2 Score	Factor 3 Score	Factor 4 Score	Factor 5 Score
MOBILIZING LINGUISTIC AND SEMIOTIC RESOURCES, CONSTRUCTING IDENTITIES IN LOCAL LIFE WORLDS: MIGRANT WORKERS FROM TIMOR- LESTE AND THEIR FOOTBALL CLUBS	https://preprints.scielo.org/index.php/scielo/preprint/view/4917	Estêvão Cabral, Marylin Martin-Jones	Submitted 11/07/2022 - Posted 11/07/2022	PDF	https://preprints.scielo.org/index.php/scielo/preprint/view/4917/9555	2022-11-07	2022-11-07	t000003	Linguistic, literature and arts	Methodology, Results, Discussion	Paragraph 30	Our interviews with football club organisers, and managers, gave us a window on the amount of organisation that went into the clubs. Most of those who took on a leadership role in a particular club were able to communicate in English with some ease and fluency. They also had funds of knowledge about UK practices around fund-raising, and around the scheduling and the organising of sports events in Northern Ireland. They had to find funding for the team and for the tournaments. They also had to book pitches for the tournaments and hire Irish referees. In addition, they had to arrange local sponsorship. A local law firm sponsored Ramkabian and a local taxi firm in Cookstown sponsored Fitun Unidade. The sponsorship funded the purchase of football shirts and jackets for the players, along with medals and cups for the football tournaments. Two of the players in the Lao Rai club had been in the national team of Timor- Leste before migrating to Northern Ireland, so they also brought a professional touch to the organisation of that club’s activities.	Interviews with football club organizers and managers provided insight into the extent of organization required for club operations. Most individuals in leadership positions demonstrated a reasonable level of English proficiency and possessed substantial knowledge of UK practices related to fundraising, scheduling, and the organization of sports events in Northern Ireland. Their responsibilities included securing funding for both the team and tournaments, booking pitches, hiring Irish referees, and arranging local sponsorship. For example, a local law firm sponsored Ramkabian, while a taxi company in Cookstown sponsored Fitun Unidade. These sponsorships supported the purchase of football shirts and jackets for players, as well as medals and trophies for tournaments. Additionally, two members of the Lao Rai club had previously played for the national team of Timor-Leste prior to migrating to Northern Ireland, contributing professional experience to the club’s organizational activities.	s16	p30	t000003_s16_p30_el2ap.txt	t000003_s16_p30_ai-el2ap.txt	25.3	4.8	178	-23.63	-1.92	9.14	-1.25	-3.63
MOBILIZING LINGUISTIC AND SEMIOTIC RESOURCES, CONSTRUCTING IDENTITIES IN LOCAL LIFE WORLDS: MIGRANT WORKERS FROM TIMOR- LESTE AND THEIR FOOTBALL CLUBS	https://preprints.scielo.org/index.php/scielo/preprint/view/4917	Estêvão Cabral, Marylin Martin-Jones	Submitted 11/07/2022 - Posted 11/07/2022	PDF	https://preprints.scielo.org/index.php/scielo/preprint/view/4917/9555	2022-11-07	2022-11-07	t000003	Linguistic, literature and arts	Methodology, Results, Discussion	Paragraph 31	Some of the club organisers and managers incorporated Timorese cultural practices and values into the management of club funds. This was, for instance, the case with the FC Lao Rai club. This practice came to our attention during an interview we held with one of the managers (Interview with MFB, June 2015). Blending Tetum with Portuguese and English as he spoke, he pointed out to us that this football club took care of the welfare of its players well beyond matters pertaining to football. For example, if someone needed help to pay for a return trip to Timor-Leste (e.g., for a family funeral), club funds were contributed towards the cost of the airfare. As he described this practice, he made explicit reference to the Timorese cultural practice known as lia mate, lia moris. This refers to the customary obligations on members of an extended family in Timor-Leste, and cultural rituals (lia), relating to death (mate) and life (moris). These obligations and cultural practices constitute a key aspect of the organisation of the life worlds of Timorese in Timor-Leste and in the diaspora. They involve providing material and moral support at times such as funerals, weddings, christening and so on. All those associated with the Lao Rai club paid £10 each per month towards the running of the club. The club manager also noted (in English) that all the football clubs had grown in importance in bringing people together and had become “better organised in the last few years” (Same interview with MFB, June 5, 2015).	Some club organisers and managers integrated Timorese cultural practices and values into the management of club funds, as exemplified by the FC Lao Rai club. This integration was identified during an interview with one of the club managers (Interview with MFB, June 2015). The manager, who communicated in a mixture of Tetum, Portuguese, and English, explained that the club addressed the welfare of its players beyond football-related matters. For instance, if a member required financial assistance for a return trip to Timor-Leste, such as for attending a family funeral, the club allocated funds to help cover the airfare. The manager explicitly linked this practice to the Timorese cultural concept of lia mate, lia moris, which encompasses customary obligations and rituals (lia) associated with death (mate) and life (moris) within extended families. These obligations are central to the social organisation of Timorese communities both in Timor-Leste and in the diaspora, involving the provision of material and moral support during events such as funerals, weddings, and christenings. All members of the Lao Rai club contributed £10 per month to support the club’s operations. The manager also observed, in English, that football clubs had become increasingly important for community cohesion and had achieved a higher level of organisation in recent years (Interview with MFB, June 5, 2015).	s16	p31	t000003_s16_p31_el2ap.txt	t000003_s16_p31_ai-el2ap.txt	29.8	4.7	257	-19.65	-1.45	4.18	-4.84	-1.78
MOBILIZING LINGUISTIC AND SEMIOTIC RESOURCES, CONSTRUCTING IDENTITIES IN LOCAL LIFE WORLDS: MIGRANT WORKERS FROM TIMOR- LESTE AND THEIR FOOTBALL CLUBS	https://preprints.scielo.org/index.php/scielo/preprint/view/4917	Estêvão Cabral, Marylin Martin-Jones	Submitted 11/07/2022 - Posted 11/07/2022	PDF	https://preprints.scielo.org/index.php/scielo/preprint/view/4917/9555	2022-11-07	2022-11-07	t000003	Linguistic, literature and arts	Methodology, Results, Discussion	Paragraph 32	The football tournaments involving these Timorese teams in Dungannon and Cookstown, were (and still are) scheduled to coincide with dates of national, political significance in Timor-Leste. They are held either on May 20 (the anniversary of Independence) or on August 30 (the anniversary of the decisive Referendum on Independence in 1999). In Figure 3 below, we include two photographs of the cup won by Fitun Unidade in the 2014 tournament of May 20, along with the medals won by individual players (e.g. as man of the match, or as highest goal scorer).	"The football tournaments involving Timorese teams in Dungannon and Cookstown are scheduled to coincide with dates of national and political significance in Timor-Leste, specifically May 20, which marks the anniversary of Independence, and August 30, which commemorates the anniversary of the 1999 Referendum on Independence. Figure 3 presents two photographs of the cup awarded to Fitun Unidade in the 2014 tournament held on May 20, as well as the medals received by individual players for achievements such as ""man of the match"" and highest goal scorer."	s16	p32	t000003_s16_p32_el2ap.txt	t000003_s16_p32_ai-el2ap.txt	16.3	4.8	92	-16.69	-4.89	6.53	-6.61	5.03
MOBILIZING LINGUISTIC AND SEMIOTIC RESOURCES, CONSTRUCTING IDENTITIES IN LOCAL LIFE WORLDS: MIGRANT WORKERS FROM TIMOR- LESTE AND THEIR FOOTBALL CLUBS	https://preprints.scielo.org/index.php/scielo/preprint/view/4917	Estêvão Cabral, Marylin Martin-Jones	Submitted 11/07/2022 - Posted 11/07/2022	PDF	https://preprints.scielo.org/index.php/scielo/preprint/view/4917/9555	2022-11-07	2022-11-07	t000003	Linguistic, literature and arts	Methodology, Results, Discussion	Paragraph 33	The photograph on the left shows the cup and it shows the ribbons, which are draped around the cup and which are tied to the medals. The ribbons are in three of the colours of the national flag of Timor-Leste: Red, yellow and black. The photograph on the right shows the date of the tournament engraved on the base of the cup, in Portuguese and in English.	The photograph on the left depicts the cup with ribbons draped around it and attached to the medals. The ribbons are in three colors—red, yellow, and black—which correspond to the colors of the national flag of Timor-Leste. The photograph on the right displays the date of the tournament engraved on the base of the cup, presented in both Portuguese and English.	s16	p33	t000003_s16_p33_el2ap.txt	t000003_s16_p33_ai-el2ap.txt	8.8	4.2	67	-16.34	-5.24	17.12	-6.61	-1.36
MOBILIZING LINGUISTIC AND SEMIOTIC RESOURCES, CONSTRUCTING IDENTITIES IN LOCAL LIFE WORLDS: MIGRANT WORKERS FROM TIMOR- LESTE AND THEIR FOOTBALL CLUBS	https://preprints.scielo.org/index.php/scielo/preprint/view/4917	Estêvão Cabral, Marylin Martin-Jones	Submitted 11/07/2022 - Posted 11/07/2022	PDF	https://preprints.scielo.org/index.php/scielo/preprint/view/4917/9555	2022-11-07	2022-11-07	t000003	Linguistic, literature and arts	Methodology, Results, Discussion	Paragraph 34	In addition to the annual tournaments, individual clubs organise friendly matches with Timorese teams in other regions of the UK. Thus, we learned that, in 2014, the FC Lao Rai United football team extended its range of football fixtures and travelled to Northwich, just south of Manchester, in England for a friendly match with a Timorese football team there. Since then, there have been other friendly matches and tournaments (e.g. in Oxford and in Peterborough). Photographs and video-recordings of all of these matches, and the festivities following the matches, are posted on Facebook and on YouTube. They are viewed and commented on (mostly in Tetum) by friends and family members in Timor-Leste and by other Timorese across the diaspora, in the UK, in Portugal, in South Korea and in Australia. There is considerable interest in football in Timor-Leste. There is a national team and, as noted earlier, a former member of that team was playing for the FC Lao Rai team in Dungannon when we carried out our research. Football is also played in local schools in Timor-Leste but there are insufficient resources to organise regional football teams. The matches of leading football clubs in Europe (e.g., the national team of Portugal or regional clubs in the UK, such as Manchester United) can be viewed on television or online in Timor-Leste and choosing to support particular football teams has become quite popular.	In addition to annual tournaments, individual clubs organize friendly matches with Timorese teams located in other regions of the United Kingdom. For example, in 2014, the FC Lao Rai United football team expanded its schedule to include a friendly match in Northwich, near Manchester, with a Timorese team based in that area. Since then, additional friendly matches and tournaments have taken place in locations such as Oxford and Peterborough. Photographs and video recordings of these matches, as well as the subsequent celebrations, are regularly posted on social media platforms such as Facebook and YouTube. These materials are viewed and commented on—primarily in Tetum—by friends and family members in Timor-Leste, as well as by members of the Timorese diaspora in the United Kingdom, Portugal, South Korea, and Australia. Football is a popular sport in Timor-Leste, which has a national team; as previously noted, a former member of this team was playing for FC Lao Rai in Dungannon during the period of our research. Although football is also played in local schools in Timor-Leste, there are limited resources available to support the organization of regional teams. Matches involving leading European football clubs, such as the national team of Portugal or prominent UK clubs like Manchester United, are accessible via television or online in Timor-Leste, and supporting specific football teams has become increasingly popular.	s16	p34	t000003_s16_p34_el2ap.txt	t000003_s16_p34_ai-el2ap.txt	27.5	4.9	236	-23.38	-4.03	-4.3	-4.91	2.87
MOBILIZING LINGUISTIC AND SEMIOTIC RESOURCES, CONSTRUCTING IDENTITIES IN LOCAL LIFE WORLDS: MIGRANT WORKERS FROM TIMOR- LESTE AND THEIR FOOTBALL CLUBS	https://preprints.scielo.org/index.php/scielo/preprint/view/4917	Estêvão Cabral, Marylin Martin-Jones	Submitted 11/07/2022 - Posted 11/07/2022	PDF	https://preprints.scielo.org/index.php/scielo/preprint/view/4917/9555	2022-11-07	2022-11-07	t000003	Linguistic, literature and arts	Methodology, Results, Discussion	Paragraph 35	Narrowing our research lens, and focusing in on the different activities taking place around the football clubs gave us revealing insights into the complex and multi-faceted processes of identification at work in this migration context. Diverse Timorese identities were being constructed in ways that related to the past and the present. These identities were indexed in the use of linguistic resources, and also in a range of semiotic resources, including images, colour and different material, textual and online resources. As we saw in Table 2, there were clubs that asserted a regional identity and others that emphasised inclusivity and a broader Timorese-ness. Some of the branding practices, such as the use of the colours of the national flag in the logos in Figure 1, and in the ribbons for the medals, in Figure 3, indexed national identity. In addition, some clubs adopted symbols of cultural heritage, such as the woven tais and the image of the crocodile. Furthermore, linguistic resources and symbols associated with international football culture were imbricated with these diverse ways of representing Timorese-ness.	Focusing specifically on the activities surrounding the football clubs provided valuable insights into the complex and multifaceted processes of identity formation within this migration context. Various Timorese identities were constructed in relation to both historical and contemporary factors. These identities were expressed through linguistic resources as well as a range of semiotic resources, including images, colors, and various material, textual, and online elements. As indicated in Table 2, some clubs emphasized regional identity, while others promoted inclusivity and a broader sense of Timorese identity. Certain branding practices, such as the use of national flag colors in club logos (Figure 1) and medal ribbons (Figure 3), signaled national identity. Additionally, some clubs incorporated symbols of cultural heritage, such as the woven tais and the crocodile motif. Linguistic resources and symbols associated with international football culture were also integrated into these diverse representations of Timorese identity.	s16	p35	t000003_s16_p35_el2ap.txt	t000003_s16_p35_ai-el2ap.txt	27.3	5.2	178	-25.99	-1.8	5.48	-6.61	6.17
MOBILIZING LINGUISTIC AND SEMIOTIC RESOURCES, CONSTRUCTING IDENTITIES IN LOCAL LIFE WORLDS: MIGRANT WORKERS FROM TIMOR- LESTE AND THEIR FOOTBALL CLUBS	https://preprints.scielo.org/index.php/scielo/preprint/view/4917	Estêvão Cabral, Marylin Martin-Jones	Submitted 11/07/2022 - Posted 11/07/2022	PDF	https://preprints.scielo.org/index.php/scielo/preprint/view/4917/9555	2022-11-07	2022-11-07	t000003	Linguistic, literature and arts	Methodology, Results, Discussion	Paragraph 36	Despite this diversity in the team-specific practices of identification, the annual scheduling of the tournaments around dates of national significance in Timor-Leste foregrounded the shared national identity of the players. The tournaments brought all the clubs together in sports events so that, in this Irish context, they were seen as part of one diasporic community, with its origins in the nation of Timor-Leste. Of particular significance too is that fact, mentioned above, that details of these tournaments were regularly posted on Facebook and YouTube and viewed by people in Timor-Leste and across the diaspora. These regular postings were part of wider digital practices and intense uses of mobile technology across the transnationally connected Timorese diaspora. One further insight that we have gleaned thus far is that the particular migration trajectories, communicative repertoires and funds of knowledge of some Timorese in this setting in Northern Ireland have positioned them in ways that enable them to take a lead in setting up group activities of a distinctive nature, whether it be a football club with a particular ethos, or cultural groups (such as the choir mentioned earlier) that are oriented to particular aspects of Timorese cultural heritage. So, for some, there is considerable scope for exercising individual agency, at least within local life worlds – scope for creating spaces of solidarity and conviviality, through organisational practices that involve complex and situated uses of linguistic and semiotic resources. At the same time, through these processes of mooring in the new country, a strong sense of shared history and belonging, tied to the nation of origin, is also emerging.	Despite the diversity in team-specific identification practices, the annual scheduling of tournaments around dates of national significance in Timor-Leste emphasized the shared national identity of the players. These tournaments brought all clubs together in sporting events, which, in the Irish context, positioned them as members of a single diasporic community with origins in Timor-Leste. Notably, details of these tournaments were regularly posted on Facebook and YouTube and were viewed by individuals in Timor-Leste as well as across the diaspora. These regular postings formed part of broader digital practices and intensive use of mobile technology within the transnationally connected Timorese diaspora. Additionally, the specific migration trajectories, communicative repertoires, and funds of knowledge possessed by some Timorese individuals in Northern Ireland have enabled them to assume leadership roles in organizing group activities with distinctive characteristics, such as football clubs with particular ethos or cultural groups oriented towards specific aspects of Timorese heritage. For some individuals, there is significant opportunity to exercise agency within local contexts, facilitating the creation of spaces for solidarity and social interaction through organizational practices that involve complex and context-specific uses of linguistic and semiotic resources. Concurrently, these processes of adaptation in the new country are contributing to the development of a strong sense of shared history and belonging linked to the nation of origin.	s16	p36	t000003_s16_p36_el2ap.txt	t000003_s16_p36_ai-el2ap.txt	31.5	5.3	267	-28.28	-2.36	3.99	-3.61	5.64
MOBILIZING LINGUISTIC AND SEMIOTIC RESOURCES, CONSTRUCTING IDENTITIES IN LOCAL LIFE WORLDS: MIGRANT WORKERS FROM TIMOR- LESTE AND THEIR FOOTBALL CLUBS	https://preprints.scielo.org/index.php/scielo/preprint/view/4917	Estêvão Cabral, Marylin Martin-Jones	Submitted 11/07/2022 - Posted 11/07/2022	PDF	https://preprints.scielo.org/index.php/scielo/preprint/view/4917/9555	2022-11-07	2022-11-07	t000003	Linguistic, literature and arts	Conclusion	Paragraph 1	Our aim in this paper has been to make a contribution to the new sociolinguistics of multilingualism and mobility, focusing in on one particular transnational population movement from the global south to the north and west. The case of the Timorese migrants in Northern Ireland throws the following points into sharp focus: First, the importance of moving away from purely synchronic description and analysis and of taking account of the historical context of particular migration movements, of the particular nature of the south/north entanglements involved and of the ways in which memories of key moments in past political struggles, along with emblems of national identity, contribute to the forging of a sense of solidarity and belonging.	This paper aims to contribute to the emerging field of sociolinguistics that examines multilingualism and mobility, with a specific focus on a transnational migration from the global south to the north and west. The case study of Timorese migrants in Northern Ireland highlights several key points: the necessity of moving beyond purely synchronic approaches to include historical context in the analysis of migration; the significance of understanding the specific dynamics of south-north interactions; and the role that collective memories of significant political events, as well as symbols of national identity, play in shaping solidarity and a sense of belonging among migrant communities.	s4	p1	t000003_s4_p1_el2ap.txt	t000003_s4_p1_ai-el2ap.txt	19.0	5.3	115	-35.9	-3.77	4.16	-6.61	1.81
MOBILIZING LINGUISTIC AND SEMIOTIC RESOURCES, CONSTRUCTING IDENTITIES IN LOCAL LIFE WORLDS: MIGRANT WORKERS FROM TIMOR- LESTE AND THEIR FOOTBALL CLUBS	https://preprints.scielo.org/index.php/scielo/preprint/view/4917	Estêvão Cabral, Marylin Martin-Jones	Submitted 11/07/2022 - Posted 11/07/2022	PDF	https://preprints.scielo.org/index.php/scielo/preprint/view/4917/9555	2022-11-07	2022-11-07	t000003	Linguistic, literature and arts	Conclusion	Paragraph 2	Second, an orientation to national identity is, for some migrants, coupled with an orientation to other identities, such as having particular ties to particular region of origin or a particular urban neighbourhood in that region.	Second, for some migrants, an orientation toward national identity is accompanied by an orientation toward other forms of identity, such as specific affiliations with a particular region of origin or with a specific urban neighborhood within that region.	s4	p2	t000003_s4_p2_el2ap.txt	t000003_s4_p2_ai-el2ap.txt	6.8	5.4	34	-35.99	-5.73	13.23	-6.61	-3.63
MOBILIZING LINGUISTIC AND SEMIOTIC RESOURCES, CONSTRUCTING IDENTITIES IN LOCAL LIFE WORLDS: MIGRANT WORKERS FROM TIMOR- LESTE AND THEIR FOOTBALL CLUBS	https://preprints.scielo.org/index.php/scielo/preprint/view/4917	Estêvão Cabral, Marylin Martin-Jones	Submitted 11/07/2022 - Posted 11/07/2022	PDF	https://preprints.scielo.org/index.php/scielo/preprint/view/4917/9555	2022-11-07	2022-11-07	t000003	Linguistic, literature and arts	Conclusion	Paragraph 3	Third, the case of the Timorese migrants in Northern Ireland demonstrates the value of adopting the notion of trajectory as a conceptual compass: It enables us to foreground two processes in particular: (1.) the ways in which educational backgrounds, combined with migration trajectories, shape the communicative repertoires, language resources and funds of knowledge available to migrants; and (2.) the ways in which individual migrants, with particular linguistic repertoires and resources, which have higher value on the local linguistic market, are able to assume local leadership roles in creating local communities of practice and organising life world activities around sports like football.	Third, the case of Timorese migrants in Northern Ireland illustrates the analytical utility of the concept of trajectory. This approach highlights two key processes: first, the interaction between educational backgrounds and migration trajectories in shaping migrants’ communicative repertoires, language resources, and funds of knowledge; and second, the ways in which individual migrants possessing linguistic repertoires and resources that are highly valued in the local linguistic market are able to assume leadership roles within the community, particularly in the formation of local communities of practice and the organization of social activities such as football.	s4	p3	t000003_s4_p3_el2ap.txt	t000003_s4_p3_ai-el2ap.txt	16.8	5.8	100	-30.87	-5.73	31.23	-6.61	-3.63
MOBILIZING LINGUISTIC AND SEMIOTIC RESOURCES, CONSTRUCTING IDENTITIES IN LOCAL LIFE WORLDS: MIGRANT WORKERS FROM TIMOR- LESTE AND THEIR FOOTBALL CLUBS	https://preprints.scielo.org/index.php/scielo/preprint/view/4917	Estêvão Cabral, Marylin Martin-Jones	Submitted 11/07/2022 - Posted 11/07/2022	PDF	https://preprints.scielo.org/index.php/scielo/preprint/view/4917/9555	2022-11-07	2022-11-07	t000003	Linguistic, literature and arts	Conclusion	Paragraph 4	Fourth, the dual focus on mobility and on the processes and practices involved in mooring makes it possible to counter-balance accounts of detachment, dislocation and precarious positioning in migration studies with vivid and revealing insights into the situated ways in which moorings (and re-moorings) occur, foregrounding the agency of those involved. In addition, close attention to the linguistic, cultural and other semiotic practices of specific groups, such as the football clubs we have discussed here, enables us to build an understanding of the complex ways in which local forms of mooring activity come to be imbued with multi-layered social meanings.	Fourth, the dual focus on mobility and the processes and practices involved in mooring allows for a more balanced perspective in migration studies by complementing accounts of detachment, dislocation, and precarious positioning with detailed analyses of the specific ways in which moorings and re-moorings are established, thereby highlighting the agency of the individuals involved. Furthermore, careful examination of the linguistic, cultural, and other semiotic practices of particular groups, such as the football clubs discussed in this study, facilitates a deeper understanding of the complex mechanisms through which local forms of mooring activity acquire multiple layers of social meaning.	s4	p4	t000003_s4_p4_el2ap.txt	t000003_s4_p4_ai-el2ap.txt	18.3	5.3	102	-29.05	-3.52	25.67	-6.61	-3.63
MOBILIZING LINGUISTIC AND SEMIOTIC RESOURCES, CONSTRUCTING IDENTITIES IN LOCAL LIFE WORLDS: MIGRANT WORKERS FROM TIMOR- LESTE AND THEIR FOOTBALL CLUBS	https://preprints.scielo.org/index.php/scielo/preprint/view/4917	Estêvão Cabral, Marylin Martin-Jones	Submitted 11/07/2022 - Posted 11/07/2022	PDF	https://preprints.scielo.org/index.php/scielo/preprint/view/4917/9555	2022-11-07	2022-11-07	t000003	Linguistic, literature and arts	Conclusion	Paragraph 5	And, finally, undertaking detailed ethnographic research into the use of digital resources for multimodal documentation of the conviviality of life world practices for family members and friends in the country of origin provides us with a deeper understanding of the dynamic nature of diaspora. Diaspora are not bounded social groups but the outcome of intense communicative practices and processes of identification with a homeland orientation.	Conducting detailed ethnographic research on the use of digital resources for the multimodal documentation of everyday practices among family members and friends in the country of origin yields a more comprehensive understanding of the dynamic nature of diaspora. Rather than constituting bounded social groups, diasporas emerge from complex communicative practices and ongoing processes of identification oriented toward the homeland.	s4	p5	t000003_s4_p5_el2ap.txt	t000003_s4_p5_ai-el2ap.txt	12.0	5.8	64	-37.22	-5.21	6.6	-1.56	6.14
MOBILIZING LINGUISTIC AND SEMIOTIC RESOURCES, CONSTRUCTING IDENTITIES IN LOCAL LIFE WORLDS: MIGRANT WORKERS FROM TIMOR- LESTE AND THEIR FOOTBALL CLUBS	https://preprints.scielo.org/index.php/scielo/preprint/view/4917	Estêvão Cabral, Marylin Martin-Jones	Submitted 11/07/2022 - Posted 11/07/2022	PDF	https://preprints.scielo.org/index.php/scielo/preprint/view/4917/9555	2022-11-07	2022-11-07	t000003	Linguistic, literature and arts	Conclusion	Paragraph 6	The only public data (about recent migration to Northern Ireland, UK), which is cited in this study, is taken from the article by Doyle, C. and McAreavey, R. (2010). This article is listed in the References The interviews with the Timorese migrants are not publicly available as this material contains information that could compromise the privacy and safety of the research participants.	The only publicly available data on recent migration to Northern Ireland, UK, cited in this study, is sourced from the article by Doyle and McAreavey (2010), which is included in the References. The interviews conducted with Timorese migrants are not publicly accessible, as these materials contain sensitive information that could potentially compromise the privacy and safety of the research participants.	s4	p6	t000003_s4_p6_el2ap.txt	t000003_s4_p6_ai-el2ap.txt	12.8	5.1	61	-16.62	-5.73	16.21	-6.61	3.83
PORTUGUESE AO PÉ DO BERIMBAU: ON CAPOEIRA AS AN ADDITIONAL LANGUAGE	https://preprints.scielo.org/index.php/scielo/preprint/view/4934	Mike Baynham, Jolana Hanusova	Submitted 11/04/2022 - Posted 11/04/2022	PDF	https://preprints.scielo.org/index.php/scielo/preprint/view/4934/9741	2022-11-04	2022-11-04	t000004	Linguistic, literature and arts	Abstract	Paragraph 1	From its historical origins as a resistant and violently repressed bundle of music, dance and martial arts practices of the African diaspora in Brazil, capoeira has travelled, becoming a global phenomenon with groups and networks in diverse sites around the world, including London, Cape Town and Hong Kong and indeed Leeds where this research was based. We focus on the linguistic, cultural and embodied ensemble of capoeira, researching a capoeira group with diverse participants led by Sandro, a Brazilian contramestre, providing a rich laboratory for what has been called language learning “in the wild”, specifically of the Afro-Brazilian linguistic and cultural practices (music, movement, lyric, voice) that are a crucial element of the capoeira ensemble. These linguistic and cultural practices contingently bring together, in rehearsal and performance, the characteristic capoeira dance/ martial arts movements, the pervasive regulation of rhythm and the apprenticeship of the body into its rhythm and movement. Seen from the perspective of informal language learning the capoeira group seems to constitute a near optimal context. We will explore the affordances of the capoeira group for linguistic/cultural/embodied learning of Afro-Brazilian Portuguese, drawing on the “maximalist” framework for translanguaging (BAYNHAM; LEE, 2019), which we extend to encompass the pervasive musical aspect of capoeira, linking these to contemporary perspectives on language learning, particularly informal language learning and language learning “in the wild”.	Originating as a set of music, dance, and martial arts practices developed by the African diaspora in Brazil and historically subject to resistance and violent repression, capoeira has evolved into a global phenomenon with groups and networks established in various locations worldwide, including London, Cape Town, Hong Kong, and Leeds, the site of this research. This study examines the linguistic, cultural, and embodied dimensions of capoeira by focusing on a group in Leeds composed of diverse participants and led by Sandro, a Brazilian contramestre. The group provides a valuable context for investigating language learning in naturalistic settings, specifically regarding the Afro-Brazilian linguistic and cultural practices—such as music, movement, lyrics, and vocalization—that are integral to capoeira. These practices facilitate the integration of characteristic capoeira movements, rhythmic regulation, and the embodied apprenticeship of rhythm and movement during both rehearsal and performance. From the perspective of informal language learning, the capoeira group appears to offer an optimal environment for such processes. This research explores the affordances of the capoeira group for linguistic, cultural, and embodied learning of Afro-Brazilian Portuguese, utilizing the “maximalist” framework for translanguaging (Baynham & Lee, 2019), which is extended here to include the significant musical component of capoeira and is connected to contemporary theories of informal and naturalistic language learning.	s1	p1	t000004_s1_p1_el2ap.txt	t000004_s1_p1_ai-el2ap.txt	30.3	5.7	223	-31.67	-3.86	13.18	-5.54	-0.82
PORTUGUESE AO PÉ DO BERIMBAU: ON CAPOEIRA AS AN ADDITIONAL LANGUAGE	https://preprints.scielo.org/index.php/scielo/preprint/view/4934	Mike Baynham, Jolana Hanusova	Submitted 11/04/2022 - Posted 11/04/2022	PDF	https://preprints.scielo.org/index.php/scielo/preprint/view/4934/9741	2022-11-04	2022-11-04	t000004	Linguistic, literature and arts	Introduction	Paragraph 1	The relationship between actual language teaching and learning (LTL) and theories of language learning, has always been an interesting one. So called structural approaches were informed by Bloomfieldian structural linguistic and behavioural theory. This paradigm was dramatically overturned by Chomsky’s mentalism and its emphasis on the mind of the learner, which has pervaded research on LTL for a number of decades. Emergent in the last two decades or so has been a sociolinguistically informed turn considering language learning as contextual. Key moments include The Classroom and Beyond (WAGNER, 2004) as well as The Social Turn in SLA (BLOCK, 2003). As well as contextualizing the language learning process and developing a richer and more nuanced account of the learner, these approaches have drawn on developing areas such as pragmatic and discourse analysis, also on both language learning and culture learning. The focus on “authentic language” and attempts to define this for classroom purposes is an example of an issue provoked by such considerations of context. Arising out of these concerns more recently have been calls to “bring the outside in” to classroom learning (ROBERTS; BAYNHAM, 2006) along with approaches that go further and advocate taking language learning out of the classroom and into “the wild” (ESKILDSEN; THEODÓRSDOTTIR, 2015).	"The relationship between actual language teaching and learning (LTL) and theories of language learning has been a subject of ongoing scholarly interest. Structural approaches were originally informed by Bloomfieldian structural linguistics and behaviorist theory. This paradigm was subsequently challenged by Chomsky’s mentalist perspective, which emphasized the cognitive processes of the learner and has influenced LTL research for several decades. In the past two decades, there has been a sociolinguistically informed shift that conceptualizes language learning as a contextual process. Notable contributions to this perspective include ""The Classroom and Beyond"" (Wagner, 2004) and ""The Social Turn in SLA"" (Block, 2003). These approaches have contextualized the language learning process and provided a more comprehensive and nuanced understanding of the learner, drawing on developments in pragmatic and discourse analysis as well as research on both language and culture learning. The focus on “authentic language” and efforts to define it for classroom application exemplify issues arising from this contextual perspective. More recently, there have been calls to integrate external, real-world elements into classroom learning (Roberts & Baynham, 2006), as well as approaches that advocate for language learning experiences outside the classroom environment, referred to as learning “in the wild” (Eskildsen & Theodórsdóttir, 2015)."	s7	p1	t000004_s7_p1_el2ap.txt	t000004_s7_p1_ai-el2ap.txt	31.0	5.4	208	-18.8	-0.79	3.38	-2.76	5.32
