Data ^nns++++=Data
hoc ^jj"++++=EXTRAWORD
Tukey ^np+++??+=Tukey
Hsd ^np+++??+=HSD
test ^nn++++=test,
, ^zz++++=EXTRAWORD
Kruskal ^np+++??+=Kruskal-Wallis
- ^zz++++=EXTRAWORD
wallis ^np++++=EXTRAWORD
test ^nn++++=test,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
post ^nn++++=post-hoc
- ^zz++++=EXTRAWORD
hoc ^jj"++++=EXTRAWORD
Dunn ^np+++??+=Dunn
s ^zz++++=s,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
using ^vbg+++xvbgx+=using
program ^nn+++??+=program
R ^zz++++=R
study ^nn++++=study
( ^zz++++=(R
r ^zz++++=EXTRAWORD
Development ^nn++++=Development
Core ^nn++++=Core
Team ^nn++++=Team
2009 ^cd++++=2009),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
uninformative ^nn+++??+=uninformative
results ^nns++++=results
were ^vbd+bed+aux++=were
not ^xnot++not++=not
discussed ^vbd+++xvbn+=discussed
in ^in++++=in
this ^dt+dem+++=this
study ^nn++++=study.
. ^zz++++=EXTRAWORD
Through ^in++++=Through
the ^ati++++=the
program ^nn+++??+=program
Past ^jjb++++=Past
2.1 ^cd++++=2.1
( ^zz++++=(Hammer
hammer ^nn++++=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
2001 ^cd++++=2001)
) ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
realized ^vpsv++agls+xvbnx+=realized
the ^ati++++=the
Simpson ^np++++=Simpson
Diversity ^nn++++=Diversity
t ^zz++++=t
test ^nn++++=test
( ^zz++++=(significant
significant ^jj+atrb+++=EXTRAWORD
differences ^nns++++=differences
= ^zz++++==
< ^zz++++=<
0.05 ^nn+++??+=0.05)
) ^zz++++=EXTRAWORD
and ^cc++++=and
Cluster ^nn++++=Cluster
analysis ^nn++++=analysis
was ^vbd+bedz+aux++=was
performed ^vpsv++agls+xvbnx+=performed
using ^vbg+++xvbg+=using
the ^ati++++=the
Bray ^np+++??+=Bray-Curtis
- ^zz++++=EXTRAWORD
curtis ^np++++=EXTRAWORD
similarity ^nn++++=similarity
index ^nn++++=index
and ^cc++++=and
the ^ati++++=the
upgma ^np++++=UPGMA
clustering ^vbg+++xvbg+=clustering
method ^nn++++=method.
. ^zz++++=EXTRAWORD
