As ^in++++=As
95 ^cd++++=EXTRAWORD
% ^zz++++=EXTRAWORD
Ci ^np+++??+=CI:
: ^zz++++=EXTRAWORD
18.6 ^cd+date+++=18.6
32.4 ^cd++++=32.4;
; ^zz++++=EXTRAWORD
n ^zz++++=n
= ^zz++++==
41 ^cd++++=41).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Two ^cd++++=Two
individuals ^nns++++=individuals
tested ^vwbn+++xvbn+=tested
positive ^jj++++=positive
on ^in++++=on
the ^ati++++=the
antigen ^nn++++=antigen
rapid ^jj++++=rapid
test ^vb++++=test
conducted ^vbd+++xvbn+=conducted
24 ^cd++++=24
hours ^nns++++=hours
prior ^in+cmpx+++=prior
to ^in"++++=to
the ^ati++++=the
event ^nn++++=event;
; ^zz++++=EXTRAWORD
one ^cd1++++=one
was ^vbd+bedz+vrb++=was
vaccinated ^nn+++??+=vaccinated
and ^cc++++=and
reported ^vbd+vpub++xvbn+=reported
wearing ^vbg+++xvbg+=wearing
a ^at++++=a
face ^nn++++=face
mask ^nn++++=mask
for ^in++++=for
most ^ap+emph+++=most
of ^in++++=of
the ^ati++++=the
event ^nn++++=event,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
the ^ati++++=the
other ^ap++++=other
was ^vbd+bedz+vrb++=was
unvaccinated ^nn+++??+=unvaccinated
and ^cc++++=and
did ^vbd+dod+aux++=did
not ^xnot++not++=not
consistently ^rb++++=consistently
use ^vb++++=use
a ^at++++=a
face ^nn++++=face
mask ^nn++++=mask.
. ^zz++++=EXTRAWORD
The ^ati++++=The
remaining ^jj+++xvbg+=remaining
98.4 ^cd++++=98.4%
% ^zz++++=EXTRAWORD
had ^vb+hv+vrb++=had
negative ^jj+atrb+++=negative
antigen ^nn++++=antigen
test ^nn++++=test
results ^nns++++=results
prior ^in+cmpx+++=prior
to ^in"++++=to
the ^ati++++=the
event ^nn++++=event.
. ^zz++++=EXTRAWORD
The ^ati++++=The
majority ^nn++++=majority
of ^in++++=of
participants ^nns++++=participants
( ^zz++++=(87.8%)
87.8 ^cd++++=EXTRAWORD
% ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
either ^dtx++++=either
removed ^jj+++xvbn+=removed
their ^pp$+pp3+++=their
face ^nn++++=face
masks ^vbz++++=masks
upon ^in++++=upon
entering ^xvbg+++xvbg+=entering
the ^ati++++=the
event ^nn++++=event
or ^cc++++=or
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
use ^nn++++=use
them ^pp3o+pp3+++=them
at ^rb++++=at
all ^abn++++=all.
. ^zz++++=EXTRAWORD
Most ^ql+emph+++=Most
participants ^nns++++=participants
( ^zz++++=(86.4%)
86.4 ^cd++++=EXTRAWORD
% ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
remained ^vbd+++xvbn+=remained
at ^rb++++=at
the ^ati++++=the
event ^nn++++=event
for ^in++++=for
two ^cd++++=two
or ^cc++++=or
more ^ql++++=more
hours ^nns++++=hours,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
82.9 ^cd++++=82.9%
% ^zz++++=EXTRAWORD
spent ^vbd+++xvbn+=spent
the ^ati++++=the
majority ^nn++++=majority
of ^in++++=of
their ^pp$+pp3+++=their
time ^nn++++=time
indoors ^rn+pl+++=indoors.
. ^zz++++=EXTRAWORD
High ^jj++++=High-volume
- ^zz++++=EXTRAWORD
volume ^nn++++=EXTRAWORD
music ^nn++++=music
was ^vbd+bedz+aux++=was
continuously ^rb++splt++=continuously
played ^vpsv++agls+xvbnx+=played
in ^in++++=in
the ^ati++++=the
non ^&fw++++=non-ventilated
- ^zz++++=EXTRAWORD
ventilated ^vbd+++xvbn+=EXTRAWORD
indoor ^jjb+atrb+++=indoor
area ^nn++++=area,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
may ^md+pos+++=may
have ^vb+hv+aux++=have
increased ^vprf+++xvbnx+=increased
the ^ati++++=the
risk ^nn++++=risk
of ^in++++=of
Sars ^np+++??+=SARS-CoV-2
- ^zz++++=EXTRAWORD
cov ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
2 ^zz++++=EXTRAWORD
transmission ^nn++++=transmission
due ^jj++++=due
to ^to+jcmp+++=to
elevated ^vbi++++=elevated
vocal ^jj+atrb+++=vocal
effort ^nn++++=effort
and ^cc++++=and
associated ^vpsv++agls+xvbn+=associated
aerosol ^nn++++=aerosol
emissions ^nns++++=emissions
( ^zz++++=(Kopechek,
kopechek ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2020 ^cd++++=2020).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
