Several ^ap++++=Several
these ^dt+dem+++=these
rankings ^nns++++=rankings
is ^vbz+bez+aux++=is
often ^rb++splt++=often
perceived ^vpsv++agls+xvbnx+=perceived
as ^ql++++=as
an ^at++++=an
indicator ^nn++++=indicator
of ^in++++=of
institutional ^jj+atrb+++=institutional
quality ^nn++++=quality,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
can ^md+pos+++=can
enhance ^vb++++=enhance
an ^at++++=an
institution ^nn++++=institution
s ^zz++++=s
reputation ^nn++++=reputation
and ^cc++++=and
competitiveness ^nn++++=competitiveness
in ^in++++=in
the ^ati++++=the
global ^jj+atrb+++=global
higher ^jjr+atrb+++=higher
education ^nn++++=education
sector ^nn++++=sector.
. ^zz++++=EXTRAWORD
Furthermore ^rb+cnj+++=Furthermore,
, ^zz++++=EXTRAWORD
the ^ati++++=the
study ^nn++++=study
of ^in++++=of
academic ^jj+atrb+++=academic
rankings ^nns++++=rankings
has ^vbz+hvz+aux++=has
itself ^ppl++++=itself
become ^vb++++=become
a ^at++++=a
distinct ^jj+atrb+++=distinct
area ^nn++++=area
of ^in++++=of
research ^nn++++=research,
, ^zz++++=EXTRAWORD
as ^ql++++=as
evidenced ^vb+++??+=evidenced
by ^in++++=by
the ^ati++++=the
substantial ^jj+atrb+++=substantial
volume ^nn++++=volume
of ^in++++=of
related ^jj+atrb++xvbn+=related
scholarly ^jj+atrb+++=scholarly
publications ^nns++++=publications
( ^zz++++=(Billaut,
billaut ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
Bouyssou ^np+++??+=Bouyssou,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Vinke ^np+++??+=Vinke,
, ^zz++++=EXTRAWORD
2010 ^cd++++=2010;
; ^zz++++=EXTRAWORD
Calder ^np+++??+=Calder
n ^zz++++=n
and ^cc++++=and
Fran ^np+++??+=Fran
a ^at++++=a,
, ^zz++++=EXTRAWORD
2018 ^cd++++=2018;
; ^zz++++=EXTRAWORD
Gon ^np+++??+=Gon
alves ^nns+++??+=alves
and ^cc++++=and
Calder ^np+++??+=Calder
n ^zz++++=n,
, ^zz++++=EXTRAWORD
2017 ^cd++++=2017;
; ^zz++++=EXTRAWORD
Herting ^np+++??+=Herting,
, ^zz++++=EXTRAWORD
2016 ^cd++++=2016;
; ^zz++++=EXTRAWORD
Liu ^np+++??+=Liu
and ^cc++++=and
Cheng ^np+++??+=Cheng,
, ^zz++++=EXTRAWORD
2005 ^cd++++=2005;
; ^zz++++=EXTRAWORD
Marginson ^np+++??+=Marginson
and ^cc++++=and
van ^&fw++++=van
der ^&fw++++=der
Wende ^np+++??+=Wende,
, ^zz++++=EXTRAWORD
2007 ^cd++++=2007;
; ^zz++++=EXTRAWORD
Bernhard ^np+++??+=Bernhard,
, ^zz++++=EXTRAWORD
2012 ^cd++++=2012;
; ^zz++++=EXTRAWORD
Shin ^nn++++=Shin
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2011 ^cd++++=2011;
; ^zz++++=EXTRAWORD
Sorz ^np+++??+=Sorz
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2015 ^cd++++=2015;
; ^zz++++=EXTRAWORD
Stack ^np+++??+=Stack,
, ^zz++++=EXTRAWORD
2016 ^cd++++=2016;
; ^zz++++=EXTRAWORD
van ^&fw++++=van
Raan ^np+++??+=Raan,
, ^zz++++=EXTRAWORD
2005 ^cd++++=2005;
; ^zz++++=EXTRAWORD
Webster ^np++++=Webster,
, ^zz++++=EXTRAWORD
2001 ^cd++++=2001;
; ^zz++++=EXTRAWORD
Aguillo ^np+++??+=Aguillo
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2010 ^cd++++=2010;
; ^zz++++=EXTRAWORD
Aguillo ^np+++??+=Aguillo
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2006 ^cd++++=2006;
; ^zz++++=EXTRAWORD
th ^zz++++=Th
ry ^nn++++=ry,
, ^zz++++=EXTRAWORD
2020 ^cd++++=2020).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
