Although ^cs+con+++=Although
reasoning ^xvbg+++xvbg+=reasoning
aimed ^vbd+++xvbn+=aimed
at ^rb++++=at
fostering ^nn+++??+=fostering
critical ^jj+atrb+++=critical
thinking ^nvbg+++xvbg+=thinking.
. ^zz++++=EXTRAWORD
In ^in++++=In
its ^pp$+it+++=its
evaluation ^nn++++=evaluation
of ^in++++=of
current ^jj+atrb+++=current
approaches ^nns++++=approaches
to ^in++++=to
citizenship ^nn++++=citizenship
education ^nn++++=education
which ^whp+rel+obj++=which
in ^in++++=in
Britain ^np++++=Britain
remains ^vbz++++=remains
dispersed ^vprf+++xvbn+=dispersed
across ^in+pl+++=across
various ^jj+atrb+++=various
curriculum ^nn++++=curriculum
areas ^nns++++=areas,
, ^zz++++=EXTRAWORD
including ^in++++=including
moral ^jj+atrb+++=moral
and ^cc+phrs+++=and
spiritual ^jj+atrb+++=spiritual
education ^nn++++=education
the ^ati++++=the
report ^nn++++=report
argues ^vbz+vpub+++=argues
that ^tht+vcmp+++=that
defining ^vbg+++xvbg+=defining
public ^jj+atrb+++=public
virtues ^nns++++=virtues
solely ^rb++++=solely
in ^in++++=in
terms ^nns++++=terms
of ^in++++=of
national ^jj+atrb+++=national
values ^nns++++=values
overlooks ^vbz++++=overlooks
ongoing ^jj+++??+=ongoing
social ^jj++++=social
struggles ^vbz++++=struggles
related ^vbd+++xvbn+=related
to ^in++++=to
identity ^nn++++=identity
renegotiation ^nn+++??+=renegotiation.
. ^zz++++=EXTRAWORD
Consequently ^rb+cnj+++=Consequently,
, ^zz++++=EXTRAWORD
the ^ati++++=the
authors ^nns++++=authors
advocate ^nn++++=advocate
for ^in++++=for
a ^at++++=a
curriculum ^nn++++=curriculum
that ^tht+rel+obj++=that
prioritizes ^nns+++??+=prioritizes
antiracism ^nn+++??+=antiracism
and ^cc++++=and
the ^ati++++=the
study ^nn++++=study
of ^in++++=of
universal ^jj+atrb+++=universal
human ^jj+atrb+++=human
rights ^nns++++=rights,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
supporting ^vbg+++xvbg+=supporting
the ^ati++++=the
development ^nn++++=development
of ^in++++=of
multicultural ^nn+++??+=multicultural
identities ^nns+++??+=identities
within ^in++++=within
public ^jj+atrb+++=public
life ^nn++++=life
( ^zz++++=(Maylor
maylor ^nn+++??+=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2007 ^cd++++=2007,
, ^zz++++=EXTRAWORD
p ^zz++++=p.
. ^zz++++=EXTRAWORD
50 ^cd++++=50),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
rather ^rb+cnj+++=rather
than ^in++++=than
focusing ^nn+++??+=focusing
exclusively ^rb++++=exclusively
on ^in++++=on
the ^ati++++=the
promotion ^nn++++=promotion
of ^in++++=of
common ^jj+atrb+++=common
values ^nns++++=values
and ^cc++++=and
a ^at++++=a
unified ^jj+atrb+++=unified
conception ^nn++++=conception
of ^in++++=of
citizenship ^nn++++=citizenship.
. ^zz++++=EXTRAWORD
