Although ^cs+con+++=Although
Brazil ^np++++=Brazil.
. ^zz++++=EXTRAWORD
The ^ati++++=The
primary ^jj+atrb+++=primary
factor ^nn++++=factor
underlying ^vwbg+++xvbg+=underlying
this ^dt+dem+++=this
divergence ^nn++++=divergence
is ^vbz+bez+vrb++=is
the ^ati++++=the
higher ^jjr+atrb+++=higher
mortality ^nn++++=mortality
observed ^vbd+++xvbn+=observed
among ^in++++=among
younger ^jjr+atrb+++=younger
age ^nn++++=age
groups ^nns++++=groups
in ^in++++=in
poorer ^jjr+atrb+++=poorer
countries ^nns++++=countries;
; ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
in ^in++++=in
some ^dti++++=some
high ^jj++++=high-income
- ^zz++++=EXTRAWORD
income ^nn++++=EXTRAWORD
countries ^nns++++=countries,
, ^zz++++=EXTRAWORD
exceptionally ^rb++++=exceptionally
high ^jj+atrb+++=high
mortality ^nn++++=mortality
rates ^nns++++=rates
among ^in++++=among
the ^ati++++=the
elderly ^jj++++=elderly
are ^vb+ber+aux++=are
also ^rb++splt++=also
observed ^vpsv++agls+xvbnx+=observed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
highest ^jjt+atrb+++=highest
mortality ^nn++++=mortality
rate ^nn++++=rate
reported ^vbd+vpub++xvbn+=reported
in ^in++++=in
Table ^nn++++=Table
1 ^zz++++=1
pertains ^nns+++??+=pertains
to ^in++++=to
individuals ^nns++++=individuals
aged ^jj++++=aged
80 ^cd++++=80
years ^nns++++=years
or ^cc++++=or
older ^jjr++++=older
in ^in++++=in
England ^np++++=England
and ^cc++++=and
Wales ^np++++=Wales,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
one ^pn++++=one
in ^in++++=in
51 ^cd++++=51
people ^nns++++=people
in ^in++++=in
this ^dt+dem+++=this
age ^nn++++=age
group ^nn++++=group
died ^vbd+++xvbn+=died
from ^in++++=from
Covid ^np+++??+=Covid-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
between ^in++++=between
the ^ati++++=the
onset ^nn++++=onset
of ^in++++=of
the ^ati++++=the
pandemic ^nn+++??+=pandemic
and ^cc++++=and
January ^nr++++=January
28 ^cd++++=28,
, ^zz++++=EXTRAWORD
2021 ^cd++++=2021.
. ^zz++++=EXTRAWORD
In ^in++++=In
Mexico ^np++++=Mexico,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+aux++=was
also ^rb++splt++=also
severely ^rb++++=severely
affected ^vpsv++by+xvbn+=affected
by ^in++++=by
the ^ati++++=the
pandemic ^nn+++??+=pandemic,
, ^zz++++=EXTRAWORD
the ^ati++++=the
corresponding ^jj+atrb++xvbg+=corresponding
figure ^nn++++=figure
is ^vbz+bez+vrb++=is
one ^cd1++++=one
death ^nn++++=death
per ^in++++=per
108 ^cd++++=108
individuals ^nns++++=individuals
in ^in++++=in
this ^dt+dem+++=this
age ^nn++++=age
group ^nn++++=group.
. ^zz++++=EXTRAWORD
Overall ^jjb++++=Overall,
, ^zz++++=EXTRAWORD
the ^ati++++=the
data ^nns++++=data
in ^in++++=in
the ^ati++++=the
last ^jj+atrb+++=last
column ^nn++++=column
of ^in++++=of
Table ^nn++++=Table
1 ^zz++++=1
indicate ^vb+vprv+++=indicate
that ^tht+vcmp+++=that
the ^ati++++=the
variation ^nn++++=variation
in ^in++++=in
mortality ^nn++++=mortality
rates ^nns++++=rates
among ^in++++=among
countries ^nns++++=countries
is ^vbz+bez+vrb++=is
lower ^jjr+pred+++=lower
in ^in++++=in
older ^jjr+atrb+++=older
age ^nn++++=age
groups ^nns++++=groups,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
contrasts ^nns++++=contrasts
with ^in++++=with
the ^ati++++=the
findings ^nns++++=findings
of ^in++++=of
O ^zz++++=O
Driscoll ^np+++??+=Driscoll
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
( ^zz++++=(2021:
2021 ^cd++++=EXTRAWORD
: ^zz++++=EXTRAWORD
141 ^cd++++=141),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
who ^whp+rel+obj++=who,
, ^zz++++=EXTRAWORD
using ^vbg+++xvbg+=using
a ^at++++=a
different ^jj+atrb+++=different
methodology ^nn++++=methodology,
, ^zz++++=EXTRAWORD
reported ^vbn+vpub+++=reported
otherwise ^rb+cnj+++=otherwise.
. ^zz++++=EXTRAWORD
