According ^in+cmpx+++=According
criteria ^nns++++=criteria
of ^in++++=of
justification ^nn++++=justification,
, ^zz++++=EXTRAWORD
such ^abl++++=such
reconstruction ^nn++++=reconstruction
is ^vbz+bez+vrb++=is
essential ^nn++++=essential
for ^in++++=for
enabling ^xvbg+++xvbg+=enabling
rational ^jj+atrb+++=rational
agents ^nns++++=agents
to ^to++++=to
assess ^vbi++++=assess
each ^dt++++=each
other ^ap++++=other
s ^zz++++=s
findings ^nns++++=findings
within ^in++++=within
a ^at++++=a
shared ^jj+atrb++xvbn+=shared
framework ^nn++++=framework
of ^in++++=of
reasons ^nns++++=reasons
( ^zz++++=(Dewey,
dewey ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
1929 ^cd+date+++=1929,
, ^zz++++=EXTRAWORD
p ^zz++++=p.
. ^zz++++=EXTRAWORD
31 ^cd++++=31).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Dewey ^np+++??+=Dewey
maintains ^vbz+vpub+++=maintains
that ^tht+vcmp+++=that
experience ^nn++++=experience
is ^vbz+bez+vrb++=is
analogous ^jj+pred+++=analogous
to ^in++++=to
phenomena ^nns++++=phenomena
such ^abl++++=such
as ^ql++++=as
history ^nn++++=history,
, ^zz++++=EXTRAWORD
life ^nn++++=life,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
culture ^nn++++=culture.
. ^zz++++=EXTRAWORD
Building ^nvbg+++xvbg+=Building
on ^in++++=on
Dewey ^np+++??+=Dewey
s ^zz++++=s
perspective ^nn++++=perspective,
, ^zz++++=EXTRAWORD
Rorty ^np+++??+=Rorty
( ^zz++++=(1999)
1999 ^cd+date+++=EXTRAWORD
) ^zz++++=EXTRAWORD
argues ^vbz+vpub+++=argues
that ^tht+vcmp+++=that
intellectual ^jj+atrb+++=intellectual
freedom ^nn++++=freedom
and ^cc++++=and
the ^ati++++=the
pursuit ^nn++++=pursuit
of ^in++++=of
individual ^jj++++=individual
well ^rb++++=well-being
- ^zz++++=EXTRAWORD
being ^vbg+beg++xvbg+=EXTRAWORD
are ^vb+ber+vrb++=are
only ^rb+down+++=only
possible ^jj+pred+++=possible
after ^in++++=after
a ^at++++=a
process ^nn++++=process
of ^in++++=of
socialization ^nn+++??+=socialization
that ^tht+rel+obj++=that
acquaints ^nns+++??+=acquaints
individuals ^nns++++=individuals
with ^in++++=with
historical ^jj+atrb+++=historical
narratives ^nns++++=narratives
and ^cc++++=and
social ^jj+atrb+++=social
practices ^nns++++=practices.
. ^zz++++=EXTRAWORD
Although ^cs+con+++=Although
individuation ^nn+++??+=individuation,
, ^zz++++=EXTRAWORD
understood ^vpbn+vprv++xvbn+=understood
as ^ql++++=as
the ^ati++++=the
critical ^jj+atrb+++=critical
evaluation ^nn++++=evaluation
of ^in++++=of
social ^jj+atrb+++=social
practices ^nns++++=practices,
, ^zz++++=EXTRAWORD
represents ^vbz++++=represents
the ^ati++++=the
culmination ^nn++++=culmination
of ^in++++=of
the ^ati++++=the
educational ^jj+atrb+++=educational
process ^nn++++=process,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
nonetheless ^rb+cnj+++=nonetheless
dependent ^jj+pred+++=dependent
on ^in++++=on
the ^ati++++=the
cultural ^jj+atrb+++=cultural
resources ^nns++++=resources
provided ^vwbn+vsua++xvbn+=provided
by ^in++++=by
each ^dt++++=each
linguistic ^jj+atrb+++=linguistic
community ^nn++++=community.
. ^zz++++=EXTRAWORD
Thus ^rb+cnj+++=Thus,
, ^zz++++=EXTRAWORD
engagement ^nn++++=engagement
with ^in++++=with
a ^at++++=a
tradition ^nn++++=tradition
is ^vbz+bez+vrb++=is
a ^at++++=a
prerequisite ^nn++++=prerequisite
for ^in++++=for
the ^ati++++=the
development ^nn++++=development
of ^in++++=of
social ^jj+atrb+++=social
criticism ^nn++++=criticism.
. ^zz++++=EXTRAWORD
