Most ^ql+emph+++=Most
and ^cc++++=and
performance ^nn++++=performance
outcomes ^vbz+++??+=outcomes
related ^vbd+++xvbn+=related
to ^in++++=to
loss ^nn++++=loss
of ^in++++=of
strength ^nn++++=strength
and ^cc++++=and
stamina ^nn++++=stamina
that ^tht+rel+subj++=that
can ^md+pos+++=can
accompany ^vb++++=accompany
rapid ^jj+atrb+++=rapid
and ^cc+phrs+++=and
sustained ^jj+atrb++xvbn+=sustained
weight ^nn++++=weight
loss ^nn++++=loss
in ^in++++=in
such ^abl++++=such
settings ^nns++++=settings.
. ^zz++++=EXTRAWORD
While ^cs+sub+++=While
past ^jjb+atrb+++=past
research ^nn++++=research
in ^in++++=in
expedition ^nn++++=expedition
settings ^nns++++=settings
have ^vb+hv+aux++=have
demonstrated ^vprf++tht0+xvbnx+=demonstrated
that ^tht+vcmp+++=that
lean ^vb++++=lean
muscle ^nn++++=muscle
mass ^nn++++=mass
tends ^vbz++++=tends
to ^to+vcmp+++=to
decline ^vbi++++=decline,
, ^zz++++=EXTRAWORD
often ^rb++++=often
at ^in++++=at
substantial ^jj+atrb+++=substantial
rates ^nns++++=rates,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
is ^vbz+bez+aux++=is
exacerbated ^vpsv++by+xvbnx+=exacerbated
by ^in++++=by
concurrent ^jj+atrb+++=concurrent
intensive ^jj+atrb+++=intensive
loss ^nn++++=loss
in ^in++++=in
body ^nn++++=body
fat ^nn++++=fat
( ^zz++++=(Hoppeler
hoppeler ^nn+++??+=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
1990 ^cd+date+++=1990
; ^zz++++=;
Tsch ^np+++??+=Tsch
p ^zz++++=p
& ^zz++++=&
Morrison ^np++++=Morrison,
, ^zz++++=EXTRAWORD
2001 ^cd++++=2001
; ^zz++++=;
Zaccagni ^np+++??+=Zaccagni
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2014 ^cd++++=2014
) ^zz++++=).
. ^zz++++=EXTRAWORD
Our ^pp$+pp1+++=Our
results ^nns++++=results
instead ^rb+cnj+++=instead
show ^vb+vprv+++=show
that ^tht+vcmp+++=that
across ^in+pl+++=across
all ^abn++++=all
individuals ^nns++++=individuals,
, ^zz++++=EXTRAWORD
lean ^vb++++=lean
muscle ^nn++++=muscle
maintenance ^nn++++=maintenance
and ^cc++++=and
even ^rb++++=even
a ^at++++=a
transient ^nn++++=transient
gain ^vb++++=gain
when ^wrb+who+++=when
adjusting ^jj+++xvbg+=adjusting
for ^in++++=for
section ^nn++++=section
difficulty ^nn++++=difficulty.
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
findings ^nns++++=findings
differ ^vb++++=differ
from ^in++++=from
earlier ^jjr+atrb+++=earlier
research ^nn++++=research
with ^in++++=with
Nols ^np+++??+=NOLS
students ^nns++++=students
on ^in++++=on
similar ^jj++++=similar
90 ^cd++++=90-day
- ^zz++++=EXTRAWORD
day ^nn++++=EXTRAWORD
courses ^nns++++=courses,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
individuals ^nns++++=individuals
experienced ^vbd+++xvbn+=experienced
substantial ^jj+atrb+++=substantial
and ^cc+phrs+++=and
significant ^jj+atrb+++=significant
losses ^nns++++=losses
in ^in++++=in
body ^nn++++=body
mass ^nn++++=mass
and ^cc++++=and
body ^nn++++=body
fat ^nn++++=fat,
, ^zz++++=EXTRAWORD
particularly ^rb++++=particularly
in ^in++++=in
ways ^nns++++=ways
that ^tht+rel+subj++=that
differed ^vpsv++by+xvbn+=differed
by ^in++++=by
sex ^nn++++=sex
( ^zz++++=(i.e.,
i.e ^rb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
men ^nns++++=men
lost ^vbd+++xvbn+=lost
substantial ^jj+atrb+++=substantial
lean ^jj+atrb+++=lean
mass ^nn++++=mass
when ^wrb+who+++=when
in ^in++++=in
similar ^jj+atrb+++=similar
conditions ^nns++++=conditions;
; ^zz++++=EXTRAWORD
Ocobock ^np+++??+=Ocobock,
, ^zz++++=EXTRAWORD
2017 ^cd++++=2017
) ^zz++++=).
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
differences ^nns++++=differences
were ^vbd+bed+vrb++=were
possibly ^rb++++=possibly
due ^jj+pred+++=due
to ^in+jcmp+++=to
higher ^jjr+atrb+++=higher
energy ^nn++++=energy
availability ^nn++++=availability
during ^in++++=during
the ^ati++++=the
course ^nn++++=course
in ^in++++=in
the ^ati++++=the
present ^jj+atrb+++=present
study ^nn++++=study
as ^cs+sub+++=as
well ^rb++++=well
as ^cs+sub+++=as
a ^at++++=a
key ^jjb+atrb+++=key
difference ^nn++++=difference
in ^in++++=in
the ^ati++++=the
populations ^nns++++=populations'
' ^zz++++=EXTRAWORD
essential ^nn++++=essential
fat ^nn++++=fat
profiles ^nns++++=profiles.
. ^zz++++=EXTRAWORD
