Data ^nns++++=Data
2001 ^cd++++=2001),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
cluster ^nn+nom+++=cluster
analysis ^nn++++=analysis
was ^vbd+bedz+aux++=was
performed ^vpsv++agls+xvbnx+=performed
based ^xvbn+++xvbn+=based
on ^in++++=on
the ^ati++++=the
Bray ^np+++??+=Bray-Curtis
- ^zz++++=EXTRAWORD
curtis ^np++++=EXTRAWORD
similarity ^nn+nom+++=similarity
index ^nn++++=index
and ^cc++++=and
the ^ati++++=the
upgma ^np++++=UPGMA
clustering ^vbg+++xvbg+=clustering
method ^nn++++=method.
. ^zz++++=EXTRAWORD
