Data ^nns++++=Data
In ^in++++=In
terms ^nns++++=terms
of ^in++++=of
essay ^nn++++=essay
length ^nn++++=length,
, ^zz++++=EXTRAWORD
a ^at++++=a
notable ^jj+atrb+++=notable
difference ^nn+nom+++=difference
exists ^vbz++++=exists
between ^in++++=between
the ^ati++++=the
two ^cd++++=two
corpora ^nn+++??+=corpora:
: ^zz++++=EXTRAWORD
Icle ^np+++??+=ICLE
required ^vbd+++xvbn+=required
essays ^nns++++=essays
to ^to++++=to
be ^vbi++vrb++=be
between ^in++++=between
500 ^cd++++=500
and ^cc++++=and
1000 ^cd++++=1000
words ^nns++++=words,
, ^zz++++=EXTRAWORD
whereas ^cs+sub+++=whereas
Corifa ^np+++??+=CorIFA
initially ^rb+tm+++=initially
accepted ^vbn+vprv++xvbn+=accepted
essays ^nns++++=essays
ranging ^vwbg+++xvbg+=ranging
from ^in++++=from
200 ^cd++++=200
to ^to++++=to
300 ^cd++++=300
words ^nns++++=words.
. ^zz++++=EXTRAWORD
Regarding ^in++++=Regarding
learner ^nn++++=learner
variables ^nns++++=variables,
, ^zz++++=EXTRAWORD
both ^abx++++=both
Icle ^np+++??+=ICLE
and ^cc++++=and
Corifa ^np+++??+=CorIFA
include ^vb++++=include
participants ^nns+nom+++=participants
who ^whp+rel+subj++=who
are ^vb+ber+vrb++=are
university ^npl+nom+++=university
students ^nns++++=students
learning ^vwbg+vprv++xvbg+=learning
English ^jj++++=English
in ^in++++=in
a ^at++++=a
non ^&fw++++=non-English-speaking
- ^zz++++=EXTRAWORD
english ^jj++++=EXTRAWORD
- ^zz++++=EXTRAWORD
speaking ^vbg+++xvbg+=EXTRAWORD
country ^nn++++=country,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
their ^pp$+pp3+++=their
age ^nn++++=age
ranges ^nns++++=ranges
and ^cc++++=and
learning ^nvbg+++xvbg+=learning
contexts ^nns++++=contexts
are ^vb+ber+vrb++=are
comparable ^jj+pred+++=comparable.
. ^zz++++=EXTRAWORD
However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
the ^ati++++=the
two ^cd++++=two
corpora ^nn+++??+=corpora
differ ^vb++++=differ
primarily ^rb+down+++=primarily
in ^in++++=in
first ^od++++=first
language ^nn+nom+++=language,
, ^zz++++=EXTRAWORD
academic ^jj+atrb+++=academic
level ^nn++++=level,
, ^zz++++=EXTRAWORD
discipline ^nn++++=discipline,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
language ^nn+nom+++=language
proficiency ^nn++++=proficiency.
. ^zz++++=EXTRAWORD
At ^rb++++=At
this ^dt+dem+++=this
stage ^nn++++=stage,
, ^zz++++=EXTRAWORD
only ^rb+down+++=only
first ^rb++++=first
language ^nn+nom+++=language
will ^md+prd+++=will
be ^vb+be+aux++=be
addressed ^vpsv++agls+xvbnx+=addressed,
, ^zz++++=EXTRAWORD
as ^in++++=as
the ^ati++++=the
other ^ap++++=other
variables ^nns++++=variables
will ^md+prd+++=will
be ^vb+be+aux++=be
discussed ^vpsv++agls+xvbnx+=discussed
in ^in++++=in
the ^ati++++=the
following ^jj+atrb++xvbg+=following
section ^nn+nom+++=section.
. ^zz++++=EXTRAWORD
Icle ^np+++??+=ICLE
comprises ^vbz++++=comprises
subcorpora ^nn+++??+=subcorpora
containing ^vwbg+++xvbg+=containing
English ^jj+atrb+++=English
texts ^nns++++=texts
from ^in++++=from
speakers ^nns+nom+++=speakers
of ^in++++=of
various ^jj++++=various
first ^rb++++=first
languages ^nns+nom+++=languages
( ^zz++++=(e.g.,
e.g ^rb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Chinese ^jj++++=Chinese,
, ^zz++++=EXTRAWORD
Turkish ^jj++++=Turkish,
, ^zz++++=EXTRAWORD
Portuguese ^nn+nom+++=Portuguese,
, ^zz++++=EXTRAWORD
French ^jj++++=French),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
Corifa ^np+++??+=CorIFA
participants ^nns+nom+++=participants
are ^vb+ber+vrb++=are
predominantly ^rb++++=predominantly
Portuguese ^jj+atrb+++=Portuguese
speakers ^nns+nom+++=speakers.
. ^zz++++=EXTRAWORD
Initially ^rb+cnj+++=Initially,
, ^zz++++=EXTRAWORD
consent ^nn++++=consent
forms ^nns++++=forms
were ^vbd+bed+aux++=were
collected ^vpsv++agls+xvbnx+=collected
in ^in++++=in
printed ^jj+atrb++xvbn+=printed
format ^nn++++=format
and ^cc++++=and
included ^vbd+++xvbn+=included
basic ^jj+atrb+++=basic
student ^nn++++=student
information ^nn+nom+++=information
such ^abl++++=such
as ^ql++++=as
name ^nn++++=name
and ^cc++++=and
enrollment ^nn+nom+++=enrollment
number ^nn++++=number.
. ^zz++++=EXTRAWORD
As ^in++++=As
the ^ati++++=the
research ^nn++++=research
group ^nn++++=group
later ^rbr+tm+++=later
revised ^jj+++xvbn+=revised
the ^ati++++=the
consent ^nn++++=consent
forms ^nns++++=forms
to ^to++++=to
gather ^vbi+vprv+++=gather
additional ^jj+atrb+++=additional
metadata ^nn+++??+=metadata,
, ^zz++++=EXTRAWORD
texts ^nns++++=texts
collected ^vwbn+++xvbn+=collected
in ^in++++=in
2013 ^cd++++=2013
were ^vbd+bed+aux++=were
excluded ^vpsv++agls+xvbn+=excluded
from ^in++++=from
the ^ati++++=the
corpus ^nn++++=corpus.
. ^zz++++=EXTRAWORD
