Several ^ap++++=Several
trinity ^nn+nom+++=trinity
condition ^nn+nom+++=condition.
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
adverse ^jj+atrb+++=adverse
effects ^nns++++=effects
are ^vb+ber+aux++=are
particularly ^rb++splt++=particularly
pronounced ^vpsv++agls+xvbnx+=pronounced
in ^in++++=in
peripheral ^jj+atrb+++=peripheral
economies ^nns++++=economies
with ^in++++=with
structurally ^rb++++=structurally
weak ^jj+atrb+++=weak
current ^jj+atrb+++=current
accounts ^nns++++=accounts
( ^zz++++=(Oliveira,
oliveira ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
2011 ^cd++++=2011;
; ^zz++++=EXTRAWORD
2012 ^cd++++=2012).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
From ^in++++=From
this ^dt+dem+++=this
Keynesian ^np+++??+=Keynesian/Structuralist
perspective ^nn++++=perspective,
, ^zz++++=EXTRAWORD
the ^ati++++=the
implementation ^nn+nom+++=implementation
of ^in++++=of
capital ^nn++++=capital
controls ^nns++++=controls
and ^cc++++=and
macroprudential ^jj+atrb+++=macroprudential
policies ^nns++++=policies
should ^md+nec+++=should
be ^vb+be+aux++=be
considered ^vpsv++agls+xvbnx+=considered
as ^ql++++=as
permanent ^jj+atrb+++=permanent
tools ^nns++++=tools
for ^in++++=for
peripheral ^jj+atrb+++=peripheral
economies ^nns++++=economies
to ^in++++=to
address ^nns+nom+++=address
the ^ati++++=the
structural ^jj+atrb+++=structural
asymmetries ^nns++++=asymmetries
of ^in++++=of
the ^ati++++=the
contemporary ^jj++++=contemporary
International ^jj+atrb+++=International
Monetary ^jj+atrb+++=Monetary
and ^cc+phrs+++=and
Financial ^jj+atrb+++=Financial
System ^nn++++=System
( ^zz++++=(IMFS).
imfs ^nns+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Such ^abl++++=Such
measures ^nns++++=measures
may ^md+pos+++=may
partially ^rb+down+++=partially
mitigate ^nn+nom+++=mitigate
the ^ati++++=the
negative ^jj+atrb+++=negative
consequences ^nns+nom+++=consequences
associated ^vwbn+++xvbn+=associated
with ^in++++=with
currency ^nn++++=currency
inconvertibility ^nn+nom+++=inconvertibility.
. ^zz++++=EXTRAWORD
