As ^in++++=As
dedicated ^vpsv++agls+xvbnx+=dedicated
to ^to++++=to
examining ^vbi++++=examining
the ^ati++++=the
functions ^nns+nom+++=functions
and ^cc++++=and
interpretations ^nns+nom+++=interpretations
of ^in++++=of
emojis ^nns+++??+=emojis
across ^in+pl+++=across
various ^jj+atrb+++=various
digital ^jj+atrb+++=digital
communication ^nn+nom+++=communication
modes ^nns++++=modes.
. ^zz++++=EXTRAWORD
Studies ^nns++++=Studies
indicate ^nn+nom+++=indicate
that ^tht+vcmp+++=that
although ^cs+con+++=although
many ^ap++++=many
emojis ^nns+++??+=emojis
appear ^vb+seem+++=appear
visually ^rb++++=visually
similar ^jj++++=similar,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
meanings ^nns++++=meanings
and ^cc++++=and
interpretations ^nns+nom+++=interpretations
are ^vb+ber+aux++=are
shaped ^vpsv++by+xvbnx+=shaped
by ^in++++=by
users ^nns++++=users
cultural ^jj+atrb+++=cultural
backgrounds ^nns++++=backgrounds,
, ^zz++++=EXTRAWORD
gender ^nn++++=gender
differences ^nns+nom+++=differences,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
specific ^jj+atrb+++=specific
visual ^jj+atrb+++=visual
features ^nns++++=features
of ^in++++=of
the ^ati++++=the
emojis ^vbz+++??+=emojis
themselves ^ppls+pp3+++=themselves,
, ^zz++++=EXTRAWORD
thereby ^rb++++=thereby
contributing ^jj+++xvbg+=contributing
to ^in++++=to
a ^at++++=a
distinct ^jj+atrb+++=distinct
communicative ^jj+atrb+++=communicative
system ^nn++++=system
( ^zz++++=(Bai,
bai ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
Dan ^np++++=Dan,
, ^zz++++=EXTRAWORD
Mu ^np+++??+=Mu,
, ^zz++++=EXTRAWORD
& ^zz++++=&
Yang ^np+++??+=Yang,
, ^zz++++=EXTRAWORD
2019 ^cd++++=2019).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Fullwood ^np+++??+=Fullwood,
, ^zz++++=EXTRAWORD
Orchard ^nn++++=Orchard,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Floyd ^np+++??+=Floyd
( ^zz++++=(2013)
2013 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
investigated ^vbd+++xvbn+=investigated
emoji ^nn+++??+=emoji
use ^nn++++=use
in ^in++++=in
Internet ^np+++??+=Internet
chat ^nn++++=chat
rooms ^nns++++=rooms
and ^cc++++=and
found ^vprf+++xvbn+=found
that ^tht+vcmp+++=that
individuals ^nns+nom+++=individuals
across ^in+pl+++=across
all ^abn++++=all
age ^nn++++=age
groups ^nns++++=groups
employ ^vb++++=employ
emoticons ^nns+++??+=emoticons
to ^to++++=to
express ^nns+nom+++=express
emotions ^nns+nom+++=emotions.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
research ^nn++++=research
also ^rb++++=also
identified ^vbd+++xvbn+=identified
gender ^nn++++=gender-based
- ^zz++++=EXTRAWORD
based ^xvbn+++xvbn+=EXTRAWORD
differences ^nns+nom+++=differences,
, ^zz++++=EXTRAWORD
with ^in++++=with
female ^jj+atrb+++=female
participants ^nns+nom+++=participants
more ^rbr++++=more
frequently ^rb++++=frequently
using ^jj+atrb++xvbg+=using
expressive ^jj+atrb+++=expressive
emoticons ^nns+++??+=emoticons
and ^cc++++=and
being ^vbg+beg++xvbg+=being
more ^rbr++++=more
likely ^jj++++=likely
to ^to+jcmp+++=to
employ ^vbi++++=employ
them ^pp3o+pp3+++=them
during ^in++++=during
direct ^jj+atrb+++=direct
interactions ^nns+nom+++=interactions
compared ^vbd+++xvbn+=compared
to ^in++++=to
male ^jj+atrb+++=male
participants ^nns+nom+++=participants.
. ^zz++++=EXTRAWORD
