Based ^xvbn+++xvbn+=Based
national ^jj+atrb+++=national
security ^nn+nom+++=security
is ^vbz+bez+aux++=is
articulated ^vpsv++agls+xvbnx+=articulated,
, ^zz++++=EXTRAWORD
first ^rb+cnj+++=first,
, ^zz++++=EXTRAWORD
through ^in++++=through
the ^ati++++=the
rhetorical ^jj+atrb+++=rhetorical
question ^nn+nom+++=question
regarding ^in++++=regarding
the ^ati++++=the
capabilities ^nns+nom+++=capabilities
of ^in++++=of
Putin ^np+++??+=Putin
s ^zz++++=s
Russia ^np++++=Russia
and ^cc+cls+++=and
what ^wdt+who+++=what
measures ^nns++++=measures
we ^pp1a+pp1+++=we
must ^md+nec+++=must
take ^vb++++=take
um ^uh++++=um
dieser ^&fw++++=dieser
Bedrohung ^np+++??+=Bedrohung
zu ^&fw++++=zu
begegnen ^vb+++xvbn+=begegnen,
, ^zz++++=EXTRAWORD
heute ^nn+++??+=heute
und ^&fw++++=und
in ^in++++=in
der ^&fw++++=der
Zukunft ^np+++??+=Zukunft
( ^zz++++=(
to ^to++++=to
counter ^vbi++++=counter
this ^dt+dem+++=this
threat ^nn++++=threat,
, ^zz++++=EXTRAWORD
today ^nr+tm+++=today
and ^cc++++=and
in ^in++++=in
the ^ati++++=the
future ^nn++++=future
) ^zz++++=).
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
formulation ^nn+nom+++=formulation
indicates ^nns+nom+++=indicates
that ^tht+vcmp+++=that
Scholz ^np+++??+=Scholz
anticipates ^nns+nom+++=anticipates
a ^at++++=a
protracted ^jj+atrb+++=protracted
conflict ^nn++++=conflict
with ^in++++=with
Russia ^np++++=Russia,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
may ^md+pos+++=may
be ^vb+be+aux++=be
used ^vpsv++++=used
to ^to++++=to
justify ^vb++++=justify
the ^ati++++=the
( ^zz++++=(alleged)
alleged ^jj+++xvbn+=EXTRAWORD
) ^zz++++=EXTRAWORD
necessity ^nn+nom+++=necessity
for ^in++++=for
Germany ^np++++=Germany
to ^to++++=to
consider ^nn+nom+++=consider
acquiring ^vbg+++xvbg+=acquiring
nuclear ^jj+atrb+++=nuclear
weapons ^nns++++=weapons.
. ^zz++++=EXTRAWORD
The ^ati++++=The
rhetorical ^jj+atrb+++=rhetorical
question ^nn+nom+++=question
remains ^nns++++=remains
unanswered ^jj++++=unanswered,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Scholz ^np+++??+=Scholz
employs ^vbz++++=employs
the ^ati++++=the
dialogically ^rb++++=dialogically
contractive ^jj+atrb+++=contractive
statement ^nn+nom+++=statement
Klar ^np+++??+=Klar
ist ^&fw++++=ist
( ^zz++++=(
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
clear ^jj+pred+++=clear
) ^zz++++=)
to ^to++++=to
assert ^vbi+vpub+tht0++=assert
that ^tht+vcmp+++=that,
, ^zz++++=EXTRAWORD
above ^jjb++++=above
all ^rb+cnj+++=all,
, ^zz++++=EXTRAWORD
Germany ^np++++=Germany
must ^md+nec+++=must
significantly ^rb++++=significantly
increase ^nn++++=increase
investment ^nn+nom+++=investment
in ^in++++=in
national ^jj+atrb+++=national
security ^nn+nom+++=security
to ^to++++=to
protect ^vbi++++=protect
unsere ^nn+++??+=unsere
Freiheit ^np+++??+=Freiheit
und ^&fw++++=und
unsere ^nn+++??+=unsere
Demokratie ^np+++??+=Demokratie
( ^zz++++=(
our ^pp$+pp1+++=our
freedom ^nn+nom+++=freedom
and ^cc++++=and
our ^pp$+pp1+++=our
democracy ^nn+nom+++=democracy
) ^zz++++=).
. ^zz++++=EXTRAWORD
A ^at++++=A
second ^od++++=second
instance ^nn+nom+++=instance
of ^in++++=of
the ^ati++++=the
national ^jj+atrb+++=national
security ^nn+nom+++=security
threat ^nn++++=threat
discourse ^nn++++=discourse
is ^vbz+bez+vrb++=is
evident ^jj+pred+++=evident
in ^in++++=in
the ^ati++++=the
implicit ^jj+atrb+++=implicit
reference ^nn+nom+++=reference
to ^in++++=to
Germany ^np++++=Germany
s ^zz++++=s
role ^nn++++=role
as ^in++++=as
a ^at++++=a
military ^jj+atrb+++=military
power ^nn++++=power,
, ^zz++++=EXTRAWORD
as ^in++++=as
seen ^nn++++=seen
in ^in++++=in
the ^ati++++=the
claim ^nn++++=claim
that ^tht+ncmp+++=that
a ^at++++=a
functioning ^jj+atrb++xvbg+=functioning
army ^nn++++=army
is ^vbz+bez+vrb++=is
ja ^&fw++++=ja
wohl ^nn+++??+=wohl
erreichbar ^nn+++??+=erreichbar
f ^zz++++=f
r ^zz++++=r
ein ^&fw++++=ein
Land ^nn++++=Land
unserer ^jjr++++=unserer
Gr ^np+++??+=Gr
e ^zz++++=e
und ^&fw++++=und
unserer ^jjr++++=unserer
Bedeutung ^np+++??+=Bedeutung
in ^in++++=in
Europa ^np+++??+=Europa
( ^zz++++=(
quite ^rb++++=quite
certainly ^rb++++=certainly
something ^pn++++=something
that ^cs+sub+++=that
a ^at++++=a
country ^nn++++=country
of ^in++++=of
our ^pp$+pp1+++=our
size ^nn++++=size
and ^cc++++=and
our ^pp$+pp1+++=our
significance ^nn+nom+++=significance
within ^in++++=within
europe ^np++++=Europe
should ^md+nec+++=should
be ^vb+be+vrb++=be
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
achieve ^vb++++=achieve
) ^zz++++=).
. ^zz++++=EXTRAWORD
