Furthermore ^rb+cnj+++=Furthermore,
compatible ^jj++++=compatible
among ^in++++=among
Muslim ^jj+atrb+++=Muslim
minorities ^nns++++=minorities
outside ^jjb+atrb+++=outside
Western ^jj+atrb+++=Western
Europe ^np++++=Europe
And ^cc++++=and
Among ^in++++=among
Other ^ap++++=other
Outsider ^nn++++=outsider
Minorities ^nns++++=minorities
More ^rbr++++=more
Generally ^rb+down+++=generally.
 ^zz++++=EXTRAWORD
