As ^in++++=As
Vi ^np+++??+=Vi
osa ^nn+++??+=osa
region ^nn++++=region,
, ^zz++++=EXTRAWORD
six ^cd++++=six
taxa ^nn+++??+=taxa
from ^in++++=from
these ^dt+dem+++=these
families ^nns++++=families
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
recorded ^vpsv++agls+xvbnx+=recorded:
: ^zz++++=EXTRAWORD
Dennstaedtia ^np+++??+=Dennstaedtia
cicutaria ^nn+++??+=cicutaria
and ^cc++++=and
Pteridium ^np+++??+=Pteridium
esculentum ^nn+++??+=esculentum
subsp ^nn+++??+=subsp.
. ^zz++++=EXTRAWORD
arachnoideum ^nn+++??+=arachnoideum
( ^zz++++=(Dennstaedtiaceae);
dennstaedtiaceae ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
; ^zz++++=EXTRAWORD
Lindsaea ^np+++??+=Lindsaea
lancea ^nn+++??+=lancea
var ^nn+++??+=var.
. ^zz++++=EXTRAWORD
lancea ^nn+++??+=lancea,
, ^zz++++=EXTRAWORD
L ^zz++++=L.
. ^zz++++=EXTRAWORD
quadrangularis ^nns+++??+=quadrangularis
subsp ^nn+++??+=subsp.
. ^zz++++=EXTRAWORD
quadrangularis ^nns+++??+=quadrangularis,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
L ^zz++++=L.
. ^zz++++=EXTRAWORD
stricta ^nn+++??+=stricta
var ^nn+++??+=var.
. ^zz++++=EXTRAWORD
stricta ^nn+++??+=stricta
( ^zz++++=(Lindsaeaceae);
lindsaeaceae ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Saccoloma ^np+++??+=Saccoloma
elegans ^nns+nom+++=elegans
( ^zz++++=(Saccolomataceae).
saccolomataceae ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Of ^in++++=Of
these ^dt+pdem+++=these,
, ^zz++++=EXTRAWORD
only ^rb+down+++=only
L ^zz++++=L.
. ^zz++++=EXTRAWORD
quadrangularis ^nns+++??+=quadrangularis
subsp ^nn+++??+=subsp.
. ^zz++++=EXTRAWORD
quadrangularis ^nns+++??+=quadrangularis
and ^cc++++=and
S ^zz++++=S.
. ^zz++++=EXTRAWORD
elegans ^nns+nom+++=elegans
are ^vb+ber+vrb++=are
endemic ^jj+pred+++=endemic
to ^in++++=to
the ^ati++++=the
Brazilian ^jj+atrb+++=Brazilian
Atlantic ^np++++=Atlantic
Rainforest ^np+++??+=Rainforest,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
the ^ati++++=the
others ^aps++++=others
are ^vb+ber+aux++=are
widely ^rb++splt++=widely
distributed ^vpsv++agls+xvbnx+=distributed
throughout ^in++++=throughout
the ^ati++++=the
Neotropics ^np+++??+=Neotropics.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
work ^nn++++=work
includes ^vb++++=includes
identification ^nn+nom+++=identification
keys ^nns++++=keys,
, ^zz++++=EXTRAWORD
species ^nns++++=species
descriptions ^nns+nom+++=descriptions,
, ^zz++++=EXTRAWORD
illustrations ^nns+nom+++=illustrations,
, ^zz++++=EXTRAWORD
lists ^nns++++=lists
of ^in++++=of
examined ^jj+atrb+++=examined
specimens ^nns++++=specimens,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
relevant ^jj+atrb+++=relevant
taxonomic ^jj+atrb+++=taxonomic
comments ^nns+nom+++=comments.
. ^zz++++=EXTRAWORD
