Most ^ql+emph+++=Most
urban ^jj+atrb+++=urban
areas ^nns++++=areas
associated ^vbd+++xvbn+=associated
with ^in++++=with
the ^ati++++=the
social ^jj+atrb+++=social
unrest ^nn++++=unrest
of ^in++++=of
the ^ati++++=the
Civil ^jj+atrb+++=Civil
Rights ^nns++++=Rights
movement ^nn++++=movement
( ^zz++++=(
Wacquant ^np++++=Wacquant
2009 ^cd++++=2009
, ^zz++++=,
Lacey ^np+++??+=Lacey
2010 ^cd++++=2010
, ^zz++++=,
Hinton ^np+++??+=Hinton
2016 ^cd++++=2016
) ^zz++++=),
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
as ^in++++=as
a ^at++++=a
reserve ^nn++++=reserve
army ^nn++++=army
of ^in++++=of
labor ^nn+++??+=labor
( ^zz++++=(
Wacquant ^np++++=Wacquant
2010a ^cd++++=2010a
, ^zz++++=,
Pearson ^np++++=Pearson
2021 ^cd++++=2021
) ^zz++++=).
. ^zz++++=EXTRAWORD
Each ^dt++++=Each
successive ^jj+atrb+++=successive
war ^nn++++=war
on ^in++++=on
poverty ^nn++++=poverty,
, ^zz++++=EXTRAWORD
delinquency ^nn++++=delinquency,
, ^zz++++=EXTRAWORD
drugs ^nns++++=drugs,
, ^zz++++=EXTRAWORD
crime ^nn++++=crime,
, ^zz++++=EXTRAWORD
terror ^nn++++=terror
created ^vbd+++xvbn+=created
a ^at++++=a
historically ^rb++++=historically
new ^jj++++=new,
, ^zz++++=EXTRAWORD
post ^nn++++=post
Civil ^jj+atrb+++=Civil
Rights ^nns++++=Rights
era ^nn++++=era
war ^nn++++=war
that ^tht+rel+subj++=that
depended ^vprf+++xvbn+=depended
on ^in++++=on
the ^ati++++=the
criminalization ^nn+++??+=criminalization
of ^in++++=of
urban ^jj+atrb+++=urban
social ^jj+atrb+++=social
programs ^nns+++??+=programs
and ^cc++++=and
the ^ati++++=the
people ^nns++++=people
who ^whp+rel+obj++=who
most ^ql+emph+++=most
needed ^jj+++xvbn+=needed
them ^pp3o+pp3+++=them
in ^in++++=in
order ^vb++++=order
to ^to+vcmp+++=to
control ^vb++++=control
and ^cc++++=and
contain ^vb++++=contain
troublesome ^jj+atrb+++=troublesome
groups ^nns++++=groups
with ^in++++=with
patrol ^nn++++=patrol,
, ^zz++++=EXTRAWORD
surveillance ^nn++++=surveillance,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
penal ^jj+atrb+++=penal
strategies ^nns+++??+=strategies
( ^zz++++=(
Hinton ^np++++=Hinton
2016 ^cd++++=2016
, ^zz++++=,
p ^zz++++=p.
. ^zz++++=EXTRAWORD
25 ^cd++++=25).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Wacquant ^np+++??+=Wacquant
( ^zz++++=(2010a
2010a ^cd++++=EXTRAWORD
, ^zz++++=,
p ^zz++++=p.
. ^zz++++=EXTRAWORD
74 ^cd++++=74)
) ^zz++++=EXTRAWORD
makes ^vbz++++=makes
the ^ati++++=the
point ^nn++++=point
that ^tht+rel+obj++=that
these ^dt+dem+++=these
groups ^nns++++=groups
are ^vb+ber+vrb++=are
targeted ^nn+++??+=targeted
by ^in++++=by
class ^nn++++=class
and ^cc++++=and
place ^nn++++=place
as ^cs+sub+++=as
well ^rb++++=well
as ^ql++++=as
race ^vb++++=race:
: ^zz++++=EXTRAWORD
The ^ati++++=The
neoliberal ^nn+++??+=neoliberal
revolution ^nn++++=revolution
was ^vbd+bedz+aux++=was
fostered ^vpsv++agls+xvbnx+=fostered
in ^in++++=in
part ^nn++++=part
by ^in++++=by
the ^ati++++=the
response ^nn++++=response
to ^in++++=to
ghetto ^nn++++=ghetto
riots ^nns++++=riots,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
imposed ^vbd+++xvbn+=imposed
insecure ^jj+atrb+++=insecure
labor ^nn+++??+=labor
as ^ql++++=as
the ^ati++++=the
normal ^jj+atrb+++=normal
horizon ^nn++++=horizon
of ^in++++=of
work ^nn++++=work
for ^in++++=for
the ^ati++++=the
unskilled ^jj+atrb+++=unskilled
fractions ^nns++++=fractions
of ^in++++=of
the ^ati++++=the
postindustrial ^nn+++??+=postindustrial
laboring ^nn+++??+=laboring
class ^nn++++=class.
. ^zz++++=EXTRAWORD
Therefore ^rb+cnj+++=Therefore,
, ^zz++++=EXTRAWORD
Wacquant ^np+++??+=Wacquant
( ^zz++++=(2010a
2010a ^cd++++=EXTRAWORD
, ^zz++++=,
p ^zz++++=p.
. ^zz++++=EXTRAWORD
74 ^cd++++=74)
) ^zz++++=EXTRAWORD
argues ^vbz+vpub+++=argues
that ^tht+vcmp+++=that
what ^wdt+who+++=what
ensued ^vbd+++xvbn+=ensued
has ^vbz+hvz+aux++=has
not ^xnot++not++=not
been ^vprf+ben+vrb+xvbn+=been
mass ^nn++++=mass
incarceration ^nn+++??+=incarceration
but ^cc++++=but
the ^ati++++=the
hyper ^nn+++??+=hyper
incarceration ^nn+++??+=incarceration
of ^in++++=of
( ^zz++++=(sub)proletarian
sub)proletarian ^nn+++??+=EXTRAWORD
African ^jj+atrb+++=African
American ^jj+atrb+++=American
men ^nns++++=men
from ^in++++=from
the ^ati++++=the
imploding ^nn++++=imploding
ghetto ^nn++++=ghetto
( ^zz++++=(
lutz ^np++++=Lutz
2002 ^cd++++=2002
) ^zz++++=).
. ^zz++++=EXTRAWORD
