Most ^ql+emph+++=Most
from ^in++++=from
a ^at++++=a
box ^nn++++=box
significantly ^rb++++=significantly
attracted ^xvbn+++xvbn+=attracted
B ^zz++++=B.
. ^zz++++=EXTRAWORD
herreri ^nn+++??+=herreri
in ^in++++=in
a ^at++++=a
still ^rb+atrb+++=still
air ^nn++++=air
olfactometer ^nn+++??+=olfactometer.
. ^zz++++=EXTRAWORD
The ^ati++++=The
three ^cd++++=three
Belminus ^np+++??+=Belminus
species ^nns++++=species
approached ^vbd+++xvbn+=approached
the ^ati++++=the
captive ^jj+atrb+++=captive
cockroach ^nn++++=cockroach
after ^in++++=after
one ^cd1++++=one
hour ^nn++++=hour,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
avoided ^vbd+++xvbn+=avoided
to ^to++++=to
climb ^vbi++++=climb
the ^ati++++=the
box ^nn++++=box.
. ^zz++++=EXTRAWORD
Odors ^np+++??+=Odors
emanating ^vwbg+++xvbg+=emanating
from ^in++++=from
the ^ati++++=the
cockroach ^nn++++=cockroach
feces ^vbz+++??+=feces
attracted ^vprf+++xvbn+=attracted
B ^zz++++=B.
. ^zz++++=EXTRAWORD
corredori ^nn+++??+=corredori
and ^cc++++=and
B ^zz++++=B.
. ^zz++++=EXTRAWORD
ferroae ^nn+++??+=ferroae
in ^in++++=in
a ^at++++=a
Y ^zz++++=Y-olfactometer.
- ^zz++++=EXTRAWORD
olfactometer ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
Fap ^np+++??+=FAP
sequence ^nn++++=sequence
observed ^vbd+++xvbn+=observed
suggests ^vbz+vpub+++=suggests
Belminus ^np+++??+=Belminus
bugs ^nns+++??+=bugs
are ^vb+ber+vrb++=are
not ^xnot++not++=not
predators ^nns++++=predators
like ^in++++=like
the ^ati++++=the
rest ^nn++++=rest
of ^in++++=of
reduviids ^nns+++??+=reduviids
( ^zz++++=(assassin
assassin ^nn++++=EXTRAWORD
bugs ^nns+++??+=bugs)
) ^zz++++=EXTRAWORD
but ^cc++++=but
are ^vb+ber+vrb++=are
kleptophagous ^nns+++??+=kleptophagous
ectoparasites ^nns+++??+=ectoparasites,
, ^zz++++=EXTRAWORD
since ^cs+sub+++=since
they ^pp3a+pp3+++=they
do ^vb+do+vrb++=do
not ^xnot++not++=not
attack ^nn++++=attack
and ^cc++++=and
kill ^vb++++=kill
a ^at++++=a
prey ^nn++++=prey
but ^cc++++=but
rather ^rb++++=rather
steal ^vb++++=steal
hemolymph ^nn+++??+=hemolymph
from ^in++++=from
its ^pp$+it+++=its
invertebrate ^nn+++??+=invertebrate
host ^nn++++=host.
. ^zz++++=EXTRAWORD
Triatomines ^np+++??+=Triatomines
and ^cc++++=and
their ^pp$+pp3+++=their
hosts ^nns++++=hosts
have ^vb+hv+aux++=have
intimately ^rb++splt++=intimately
shared ^vprf+++xvbnx+=shared
the ^ati++++=the
same ^ap++++=same
refuge ^nn++++=refuge
for ^in++++=for
millions ^cds++++=millions
of ^in++++=of
years ^nns++++=years.
. ^zz++++=EXTRAWORD
Similar ^jj+atrb+++=Similar
odors ^nns+++??+=odors
occur ^vb++++=occur
across ^in+pl+++=across
invertebrate ^nn+++??+=invertebrate
and ^cc++++=and
vertebrate ^nn+++??+=vertebrate
refuges ^nns+++??+=refuges,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
are ^vb+ber+vrb++=are
recurrent ^jj+pred+++=recurrent
in ^in++++=in
human ^jj+atrb+++=human
abodes ^nns+++??+=abodes,
, ^zz++++=EXTRAWORD
thus ^rb+cnj+++=thus
plausibly ^rb++++=plausibly
explaining ^jj+++xvbg+=explaining
how ^wrb+who+++=how
these ^dt+dem+++=these
kleptophagous ^nns+++??+=kleptophagous
bugs ^nns++++=bugs
can ^md+pos+++=can
readily ^rb++++=readily
switch ^nn++++=switch
to ^to++++=to
the ^ati++++=the
domestic ^jj+atrb+++=domestic
habitat ^nn++++=habitat.
. ^zz++++=EXTRAWORD
