Journal	Title	Authors	Published	Vol/Issue	URL	DOI	PDF URL	Discipline	ID	Text ID	Section	Paragraph	Text Paragraph	Section Code	Paragraph Code	QJPP Filename	Type/Token	Word Length	Word Count	Factor 1 Score	Factor 2 Score	Factor 3 Score	Factor 4 Score	Factor 5 Score
Nature Medicine	Effects of elevated systolic blood pressure on ischemic heart disease: a Burden of Proof study	Christian Razo, Catherine A. Welgan, Gregory A. Roth	2022-10-10	Not defined	https://www.nature.com/articles/s41591-022-01974-1	Not defined	https://www.nature.com/articles/s41591-022-01974-1.pdf	Health Sciences	natm000015	t000001	Results	Paragraph 2	The 39 RCTs included were identified in a systematic review conducted by Salam et al. . Initially, 86 RCTs were selected from that review but 47 did not meet our inclusion criteria (specifically, 18 studies did not report IHD outcomes, 15 did not report baseline and/or follow-up SBP levels, 13 involved interventions that were irrelevant to this analysis or that raised SBP values and one study reported results in an unusable format). We additionally conducted a literature review of relevant RCTs published between February 2018 and April 2020 (Supplementary Information 2 ) that initially yielded 2,368 studies, with 109 selected for full-text screening; ultimately, none of these met our inclusion criteria ( Methods and Extended Data Fig. 1 ).	s19	p2	t000001_s19_p2_qjpp.txt	22.3	5.2	116	-14.71	-0.73	-2.14	-6.61	17.93
Nature Medicine	Effects of elevated systolic blood pressure on ischemic heart disease: a Burden of Proof study	Christian Razo, Catherine A. Welgan, Gregory A. Roth	2022-10-10	Not defined	https://www.nature.com/articles/s41591-022-01974-1	Not defined	https://www.nature.com/articles/s41591-022-01974-1.pdf	Health Sciences	natm000015	t000001	Results	Paragraph 3	Consistent with standard epidemiologic methods, the two cohort studies that we included—the Prospective Study Collaboration (PSC) and the Multiple Risk Factor Intervention Trial (MRFIT) —excluded participants with a positive history or evidence at baseline of heart disease. In line with standard clinical trial approaches intended to examine subpopulations with increased risk, 37 out of the 39 RCTs included populations at increased risk of cardiovascular events; 12 included participants with cardiovascular disease history (including IHD, ischemic stroke, atrial fibrillation and heart failure); five included patients with type 2 diabetes; and two included patients with impaired renal function. Sixteen of the RCTs included hypertensive individuals, but only two of these studies included untreated hypertensive patients.	s19	p3	t000001_s19_p3_qjpp.txt	18.8	6.1	113	-29.58	-3.11	4.01	-3.75	-2.29
Nature Medicine	Effects of elevated systolic blood pressure on ischemic heart disease: a Burden of Proof study	Christian Razo, Catherine A. Welgan, Gregory A. Roth	2022-10-10	Not defined	https://www.nature.com/articles/s41591-022-01974-1	Not defined	https://www.nature.com/articles/s41591-022-01974-1.pdf	Health Sciences	natm000015	t000001	Results	Paragraph 4	The mean age of participants across studies was 66.5 (s.d. = 12.5) years. For RCTs, mean follow-up was 3.9 years, ranging from 1.8 to 8.4 years. The cohort studies reported a mean follow-up of 6 years. Except for one study (MRFIT) that enrolled only men, all the above studies included men and women in similar proportions.	s19	p4	t000001_s19_p4_qjpp.txt	11.0	4.5	56	-18.35	3.36	-3.83	-6.61	-3.63
Nature Medicine	Effects of elevated systolic blood pressure on ischemic heart disease: a Burden of Proof study	Christian Razo, Catherine A. Welgan, Gregory A. Roth	2022-10-10	Not defined	https://www.nature.com/articles/s41591-022-01974-1	Not defined	https://www.nature.com/articles/s41591-022-01974-1.pdf	Health Sciences	natm000015	t000001	Results	Paragraph 5	In the cohort studies, the lowest SBP category reported for a reference group was <115 mm Hg while the highest for a comparison group was >175 mm Hg. In RCTs, the observed average SBP ranged from 119.3 ± 10.1 to 166 ± 9.6 mm Hg in the reference/treatment groups and from 129 ± 10.3 to 192 ± 10.2 mm Hg in the comparison groups. Across all studies, only five studies included groups with SBP values <120 mm Hg at baseline, although the average of mean SBP exposure (defined as the midpoint of the lower and upper bounds of the exposure range/category associated with the reported risk measurement for the group in question) in the reference group was 121 mm Hg (100–166 mm Hg). The average mean SBP exposure in the alternate group was 146 mm Hg (115–193 mm Hg). The average mean SBP exposure among alternate and control groups was 135 mm Hg. We calculated the 15th percentile of exposure in the cohorts and trials to be an SBP of 107.5 mm Hg, and the 85th percentile to be 165 mm Hg (Fig. 1 ).	s19	p5	t000001_s19_p5_qjpp.txt	21.3	4.2	181	-23.11	-2.89	3.38	-6.61	-3.63
Nature Medicine	Effects of elevated systolic blood pressure on ischemic heart disease: a Burden of Proof study	Christian Razo, Catherine A. Welgan, Gregory A. Roth	2022-10-10	Not defined	https://www.nature.com/articles/s41591-022-01974-1	Not defined	https://www.nature.com/articles/s41591-022-01974-1.pdf	Health Sciences	natm000015	t000001	Results	Paragraph 6	The clinical presentations of IHD reported in those studies included in this analysis were heterogeneous, primarily capturing acute IHD events such as myocardial infarction and new coronary heart disease (Table 2 ). The most extensively investigated IHD outcomes across studies were myocardial infarction (30 studies) and coronary heart disease ( n = 16), followed by heart failure ( n = 10), stable angina ( n = 3), unstable angina ( n = 2) and coronary revascularization ( n = 2). Most studies ( n = 38) reported the relative risk (RR) of IHD incidence and mortality combined, three studies reported IHD mortality only whereas two studies reported IHD incidence. The cohort studies provided RR estimates adjusted for age, sex, smoking and body mass index. All RCTs reported RRs that resulted from the intention-to-treat analysis. Most RCTs ( n = 38) entailed control groups that had received placebos.	s19	p6	t000001_s19_p6_qjpp.txt	21.5	5.4	133	-23.14	7.09	3.56	-6.61	-1.2
Nature Medicine	Effects of elevated systolic blood pressure on ischemic heart disease: a Burden of Proof study	Christian Razo, Catherine A. Welgan, Gregory A. Roth	2022-10-10	Not defined	https://www.nature.com/articles/s41591-022-01974-1	Not defined	https://www.nature.com/articles/s41591-022-01974-1.pdf	Health Sciences	natm000015	t000001	Results	Paragraph 7	We found a significant harmful effect of elevated SBP levels on IHD. At the observed average SBP exposure of 135 mm Hg, the mean risk of IHD was 2.08 (95% UI inclusive of between-study heterogeneity = 1.91–2.26), compared with an SBP reference value of 100 mm Hg. We also established that modification of the presumed reference SBP values within the range <115 mm Hg did not substantially change the risk curve results. The mean RRs at 135 mm Hg relative to SBP values of 107.5, 110.0 and 115.0 were 2.17 (1.99–2.37), 2.11 (1.94–2.30) and 2.09 (1.93–2.23), respectively (Extended Data Figs. 3 – 5 ).	s19	p7	t000001_s19_p7_qjpp.txt	19.5	4.4	105	-23.01	-4.16	1.45	-6.61	-2.18
Nature Medicine	Effects of elevated systolic blood pressure on ischemic heart disease: a Burden of Proof study	Christian Razo, Catherine A. Welgan, Gregory A. Roth	2022-10-10	Not defined	https://www.nature.com/articles/s41591-022-01974-1	Not defined	https://www.nature.com/articles/s41591-022-01974-1.pdf	Health Sciences	natm000015	t000001	Results	Paragraph 8	The mean RR function generated by our analytic approach showed a strong dose–response relationship, in which increasing SBP levels were associated with increased risk of IHD incidence and mortality across SBP values of 100–200 mm Hg (Fig. 1 and Supplementary Table 4 ). This risk curve is also available at http://vizhub.healthdata.org/burden-of-proof/ . The risk function was nonlinear, flattening out at SBP values >165 mm Hg yet still increasing at higher SBP levels. Given the modeling strategy and data used for this analysis, in which plausible SBP values ranged 100–200 mm Hg, and considering that most of the available evidence reported IHD outcomes associated with values between the 15th and 85th percentile of the SBP exposure range (corresponding to 107.5–165.0 mm Hg), we examined the results stratified according to three different categories of SBP exposure: risk <107.5 mm Hg, risk 107.5–165 mm Hg and risk >165 mm Hg.	s19	p8	t000001_s19_p8_qjpp.txt	23.0	4.8	149	-19.94	-2.94	10.58	-6.61	4.72
Nature Medicine	Effects of elevated systolic blood pressure on ischemic heart disease: a Burden of Proof study	Christian Razo, Catherine A. Welgan, Gregory A. Roth	2022-10-10	Not defined	https://www.nature.com/articles/s41591-022-01974-1	Not defined	https://www.nature.com/articles/s41591-022-01974-1.pdf	Health Sciences	natm000015	t000001	Results	Paragraph 9	At SBP exposure values <107.5 mm Hg the available data were sparse and—even with extrapolation of the risk curve to SBP values 90–100 mm Hg and relaxing the monotonicity constraint—no evidence was observed of a J-shaped curve. We note that only IHD outcomes were included, so that risk due to non-IHD outcomes would not affect the risk curve. Below 107.5 mm Hg, the risk of IHD was null with a mean RR of 1.03 (1.00–1.03).	s19	p9	t000001_s19_p9_qjpp.txt	12.8	4.2	80	-22.27	-3.67	-0.81	-3.63	0.16
Nature Medicine	Effects of elevated systolic blood pressure on ischemic heart disease: a Burden of Proof study	Christian Razo, Catherine A. Welgan, Gregory A. Roth	2022-10-10	Not defined	https://www.nature.com/articles/s41591-022-01974-1	Not defined	https://www.nature.com/articles/s41591-022-01974-1.pdf	Health Sciences	natm000015	t000001	Results	Paragraph 10	Within the segment of the RR curve over the exposure range 107.5–165.0 mm Hg, the association between SBP and IHD was approximately log-linear. Based on mean risk function, mean RR estimates for SBP levels of 110, 115, 120, 130, 140, 150 and 165 mm Hg were 1.12 (1.10–1.13), 1.23 (1.20–1.27), 1.39 (1.34–1.44), 1.81 (1.70–1.93), 2.38 (2.17–2.62), 3.11 (2.75–3.52) and 4.48 (3.81–5.26) compared to 100 mm Hg, respectively (Supplementary Table 4 ).	s19	p10	t000001_s19_p10_qjpp.txt	16.5	4.2	78	-19.8	-4.46	3.81	-6.61	-3.63
Nature Medicine	Effects of elevated systolic blood pressure on ischemic heart disease: a Burden of Proof study	Christian Razo, Catherine A. Welgan, Gregory A. Roth	2022-10-10	Not defined	https://www.nature.com/articles/s41591-022-01974-1	Not defined	https://www.nature.com/articles/s41591-022-01974-1.pdf	Health Sciences	natm000015	t000001	Results	Paragraph 11	Above the 85th percentile of the mean SBP exposure range reported in the studies, corresponding to higher than 165 mm Hg, the mean RR was 5.72 (4.73–6.92). Although the data were sparse >165 mm Hg, the relationship between SBP and IHD had a flatter slope while still consistently increasing as it deviated from log-linearity.	s19	p11	t000001_s19_p11_qjpp.txt	11.3	4.7	55	-19.27	0.03	0.17	-6.61	-3.63
Nature Medicine	Effects of elevated systolic blood pressure on ischemic heart disease: a Burden of Proof study	Christian Razo, Catherine A. Welgan, Gregory A. Roth	2022-10-10	Not defined	https://www.nature.com/articles/s41591-022-01974-1	Not defined	https://www.nature.com/articles/s41591-022-01974-1.pdf	Health Sciences	natm000015	t000001	Results	Paragraph 12	Our analysis found consistent, but minor, between-study heterogeneity in the data (95% UIs inclusive of between-study heterogeneity represented by light green shading in Fig. 1a,b ) after using a likelihood-based approach to trim 10% of the data (Fig. 1a,b ) to ensure that the model fit the 90% most coherent data.	s19	p12	t000001_s19_p12_qjpp.txt	9.8	4.8	51	-13.48	-5.08	5.06	-6.61	2.7
Nature Medicine	Effects of elevated systolic blood pressure on ischemic heart disease: a Burden of Proof study	Christian Razo, Catherine A. Welgan, Gregory A. Roth	2022-10-10	Not defined	https://www.nature.com/articles/s41591-022-01974-1	Not defined	https://www.nature.com/articles/s41591-022-01974-1.pdf	Health Sciences	natm000015	t000001	Results	Paragraph 13	Defined for harmful exposures as the 5th quantile of the risk curve closest to log(RR) = 0 or RR = 1 (that is, the null), BPRF represents a conservative estimate of the potential harmful effects of increased SBP on IHD based on the available evidence , and is shown as a red curve in Fig. 1a,b .	s19	p13	t000001_s19_p13_qjpp.txt	10.0	4.3	52	-20.21	-5.1	3.64	-6.61	5.49
Nature Medicine	Effects of elevated systolic blood pressure on ischemic heart disease: a Burden of Proof study	Christian Razo, Catherine A. Welgan, Gregory A. Roth	2022-10-10	Not defined	https://www.nature.com/articles/s41591-022-01974-1	Not defined	https://www.nature.com/articles/s41591-022-01974-1.pdf	Health Sciences	natm000015	t000001	Results	Paragraph 14	Given the relatively minimal between-study heterogeneity observed in the data, our conservative estimate of the effect of SBP on IHD still showed a robust dose–response relationship, with an exposure-averaged BPRF of 2.01, indicating an increase of at least 101.36% in IHD risk across the range of SBP exposure 107.5–165.0 mm Hg relative to a reference value of 100 mm Hg. The BPRF yielded a ROS of 0.70 and a five-star rating, signifying that there was strong evidence supporting the statistically significant association between SBP and IHD (Supplementary Table 5 ).	s19	p14	t000001_s19_p14_qjpp.txt	17.5	4.9	93	-26.87	-4.31	-0.15	-6.61	-3.63
Nature Medicine	Effects of elevated systolic blood pressure on ischemic heart disease: a Burden of Proof study	Christian Razo, Catherine A. Welgan, Gregory A. Roth	2022-10-10	Not defined	https://www.nature.com/articles/s41591-022-01974-1	Not defined	https://www.nature.com/articles/s41591-022-01974-1.pdf	Health Sciences	natm000015	t000001	Results	Paragraph 15	Risk–outcome scores, star ratings, risk curves with all data points, trimmed data points and conventional and conservative uncertainty intervals and an interpretation of the findings are available for all risk–outcome pairs at http://vizhub.healthdata.org/burden-of-proof/ .	s19	p15	t000001_s19_p15_qjpp.txt	6.8	5.6	34	-31.5	-5.73	14.28	-6.61	-3.63
Nature Medicine	Effects of elevated systolic blood pressure on ischemic heart disease: a Burden of Proof study	Christian Razo, Catherine A. Welgan, Gregory A. Roth	2022-10-10	Not defined	https://www.nature.com/articles/s41591-022-01974-1	Not defined	https://www.nature.com/articles/s41591-022-01974-1.pdf	Health Sciences	natm000015	t000001	Results	Paragraph 16	Using the bias covariate selection algorithm developed by Zheng et al. , we found no systematic bias covariates that had a significant effect on RR function. With respect to publication or reporting bias, visual inspection of the symmetry of a customized funnel plot (Fig. 1c ) does suggest potential risk of such bias among the studies included. This finding was supported by the statistically significant results of an Egger’s regression test with a P value of <0.05. It is likely that the use of pooled mean effect sizes resulted in the suggestion of bias in the funnel plot. Regardless, the magnitude of any such bias is small enough that it is unlikely to affect our main findings.	s19	p16	t000001_s19_p16_qjpp.txt	20.5	4.8	115	-22.32	-2.69	4.21	-6.61	15.19
Nature Medicine	Effects of elevated systolic blood pressure on ischemic heart disease: a Burden of Proof study	Christian Razo, Catherine A. Welgan, Gregory A. Roth	2022-10-10	Not defined	https://www.nature.com/articles/s41591-022-01974-1	Not defined	https://www.nature.com/articles/s41591-022-01974-1.pdf	Health Sciences	natm000015	t000001	Results	Paragraph 17	We found that removal of the imposed model constraints related to linear tails and monotonicity did not have a notable effect on the shape of the risk curve or RR summary results (Extended Data Fig. 6 ). Further sensitivity analyses indicated that the study design—cohort studies versus RCTs—did not substantially influence the shape of the risk function (Extended Data Figs. 7 – 10 ). However, we observed that the uncertainty around estimates based only on data from RCTs was considerably larger than that based on data from the MRFIT trial and PSC study. Specifically, inclusion of data from the MRFIT study reduced the UI and modified BPRF and corresponding ROS. Based on a model including only RCT data, the BPRF value for IHD risk (averaged across BPRF between the 15th and 85th percentiles of exposure from the RCTs data, corresponding to SBP values of 127.0 and 155.27 mm Hg) was 1.33 based on an SBP reference value of 120 mm Hg, which corresponds to a ROS of 0.28 and a star rating of three. Using data solely from the MRFIT trial, we obtained an exposure-averaged BPRF of 1.81 based on an SBP reference exposure of 100 mm Hg, corresponding to a ROS of 0.59 and a star rating of four (in this case the 15th and 85th percentiles of exposure from the MRFIT data corresponded to SBP values of 107.5 and 169.2 mm Hg). Inclusion of data from only the PSC study resulted in a BPRF of 2.06 (based on an SBP reference exposure of 110 mm Hg and averaged between the 15th and 85th percentiles of SBP exposure, corresponding to values of 113.2 and 168.2 mm Hg), yielding a ROS of 0.72 and a five-star rating. In all cases, our conservative approach showed that SBP across the 15th–85th percentile exposure range increased the risk of IHD on average by at least 32%. Given that the cohort studies included a wider range of SBP values than the RCTs, and based on the similar risk function—in terms of both shape and magnitude, estimated for both cohorts and RCTs—we decided to include data from both cohort studies and RCTs.	s19	p17	t000001_s19_p17_qjpp.txt	26.8	4.5	360	-24.81	-3.99	1.71	-6.61	1.58
Nature Medicine	Effects of elevated systolic blood pressure on ischemic heart disease: a Burden of Proof study	Christian Razo, Catherine A. Welgan, Gregory A. Roth	2022-10-10	Not defined	https://www.nature.com/articles/s41591-022-01974-1	Not defined	https://www.nature.com/articles/s41591-022-01974-1.pdf	Health Sciences	natm000015	t000001	Discussion, Conclusion	Paragraph 1	Our results represent an updated systematic synthesis and meta-analysis of the available causal evidence from RCTs and cohort studies examining the effect of SBP on IHD outcomes. Broadly, the results showed a significant and direct dose–response relationship between SBP levels and IHD risk across all SBP exposure values (100–200 mm Hg), without evidence for a J-shaped curve. Based on mean risk function, SBP values of 130 and 140 mm Hg were associated with 81 and 138% higher risk of IHD, respectively, relative to the risk at 100 mm Hg, while an SBP of 165 mm Hg was associated with 348% higher risk. Similarly, when between-study heterogeneity was accounted for, the conservative BPRF interpretation of the evidence suggested that SBP values of 130, 140 and 165 mm Hg increased the risk of IHD by at least 76.8, 129.3 and 305.5%, respectively (relative to risk at 100 mm Hg).	s6	p1	t000001_s6_p1_qjpp.txt	21.0	4.7	151	-27.42	-3.19	2.44	-6.61	11.8
Nature Medicine	Effects of elevated systolic blood pressure on ischemic heart disease: a Burden of Proof study	Christian Razo, Catherine A. Welgan, Gregory A. Roth	2022-10-10	Not defined	https://www.nature.com/articles/s41591-022-01974-1	Not defined	https://www.nature.com/articles/s41591-022-01974-1.pdf	Health Sciences	natm000015	t000001	Discussion, Conclusion	Paragraph 2	Our data-driven, meta-regression approach allowed us not only to compute the mean risk function across different study designs and SBP exposure ranges by relaxing conventional log-linear assumptions, controlling for bias and explicitly handling differences in exposure ranges across studies—but also to generate BPRF, which quantifies and accounts for between-study heterogeneity. The BPRF provides (1) a rigorous approach to estimate the magnitude of the relationship between SBP and IHD, (2) a conservative interpretation of the available evidence and (3) a quantitative evaluation of evidence strength. The mean BPRF averaged across the data-dense range of SBP exposure between 107.5 and 165 mm Hg indicated that—even based on a highly conservative interpretation of the evidence—IHD risk increased on average by 101.36% over this range relative to an SBP of 100 mm Hg. The BPRF yielded a ROS of 0.70 and a five-star rating, indicative of a significant and robust dose–response association between SBP and IHD, supported by strong evidence.	s6	p2	t000001_s6_p2_qjpp.txt	25.5	5.2	165	-26.35	-2.44	6.18	-4.65	2.99
