Most ^ql+emph+++=Most
T ^zz++++=T
Follicular ^np+++??+=Follicular
Helper ^np+++??+=Helper
Cells ^nns++++=Cells
and ^cc++++=and
the ^ati++++=the
Absence ^nn+nom+++=Absence
of ^in++++=of
Germinal ^np+nom++??+=Germinal
Centers ^nns+nom++??+=Centers
in ^in++++=in
Covid ^np+++??+=Covid-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
Cell ^nn++++=Cell.
. ^zz++++=EXTRAWORD
2020 ^cd++++=2020;
; ^zz++++=EXTRAWORD
183 ^cd++++=183
: ^zz++++=:143-157
143 ^cd++++=EXTRAWORD
- ^zz++++=EXTRAWORD
157 ^cd++++=EXTRAWORD
Full ^jj+atrb+++=Full
Text ^nn++++=Text
Full ^jj+atrb+++=Full
Text ^nn++++=Text
( ^zz++++=(PDF)
pdf ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
Scopus ^np+++??+=Scopus
( ^zz++++=(499)
499 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
Pubmed ^np+++??+=PubMed
Google ^np+++??+=Google
Scholar ^nn++++=Scholar
) ^zz++++=),
, ^zz++++=EXTRAWORD
as ^cc+cls+++=as
well ^rb++++=well
as ^cc"++++=as
slightly ^rb+down+++=slightly
lower ^jjr++++=lower
Sars ^np+++??+=SARS-CoV-2
- ^zz++++=EXTRAWORD
cov ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
2 ^zz++++=EXTRAWORD
spike ^nn+++??+=spike
protein ^nn++++=protein
( ^zz++++=(S)-specific
s) ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
specific ^jj+atrb+++=EXTRAWORD
immunoglobulin ^nn+++??+=immunoglobulin
M ^zz++++=M
( ^zz++++=(IgM)
igm ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
antibodies ^nns++++=antibodies
in ^in++++=in
deceased ^jj+atrb+++=deceased
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
patients ^nns++++=patients
( ^zz++++=(
Atyeo ^np++++=Atyeo
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2020 ^cd++++=2020
3 ^zz++++=3.
. ^zz++++=EXTRAWORD
Atyeo ^np+++??+=Atyeo,
, ^zz++++=EXTRAWORD
C ^zz++++=C.
. ^zz++++=EXTRAWORD
Fischinger ^np+nom++??+=Fischinger,
, ^zz++++=EXTRAWORD
S ^zz++++=S.
. ^zz++++=EXTRAWORD
Zohar ^np+++??+=Zohar,
, ^zz++++=EXTRAWORD
T ^zz++++=T.
. ^zz++++=EXTRAWORD
. ^zz++++=...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Distinct ^jj+atrb+++=Distinct
Early ^jj+atrb+++=Early
Serological ^np+++??+=Serological
Signatures ^nns++++=Signatures
Track ^nn++++=Track
with ^in++++=with
Sars ^np+++??+=Sars-Cov-2
- ^zz++++=EXTRAWORD
cov ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
2 ^zz++++=EXTRAWORD
Survival ^nn+nom+++=Survival
Immunity ^nn+nom+++=Immunity.
. ^zz++++=EXTRAWORD
2020 ^cd++++=2020;
; ^zz++++=EXTRAWORD
53 ^cd++++=53
: ^zz++++=:524-532.e4
524 ^cd++++=EXTRAWORD
- ^zz++++=EXTRAWORD
532.e4 ^cd++++=EXTRAWORD
Full ^jj+atrb+++=Full
Text ^nn++++=Text
Full ^jj+atrb+++=Full
Text ^nn++++=Text
( ^zz++++=(PDF)
pdf ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
Scopus ^np+++??+=Scopus
( ^zz++++=(254)
254 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
Pubmed ^np+++??+=PubMed
Google ^np+++??+=Google
Scholar ^nn++++=Scholar
) ^zz++++=).
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
basis ^nn++++=basis
of ^in++++=of
these ^dt+dem+++=these
findings ^nns++++=findings,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
hypothesized ^vbd+++xvbn+=hypothesized
that ^tht+vcmp+++=that
the ^ati++++=the
cytotoxic ^jj+atrb+++=cytotoxic
T ^zz++++=T
Fh ^np+++??+=FH
cells ^nns++++=cells
( ^zz++++=(cluster
cluster ^nn+nom+++=EXTRAWORD
5 ^zz++++=5)
) ^zz++++=EXTRAWORD
observed ^vbd+vprv++xvbn+=observed
in ^in++++=in
hospitalized ^jj+++xvbn+=hospitalized
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
patients ^nns++++=patients
may ^md+pos+++=may
impair ^vb++++=impair
humoral ^jj++++=humoral
( ^zz++++=(B
b ^zz++++=EXTRAWORD
cell ^nn++++=cell)
) ^zz++++=EXTRAWORD
immune ^jj+atrb+++=immune
responses ^nns++++=responses
to ^in++++=to
Sars ^np+++??+=SARS-CoV-2.
- ^zz++++=EXTRAWORD
cov ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
2 ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
To ^in++++=To
test ^nn++++=test
this ^dt+dem+++=this
association ^nn+nom+++=association,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
assessed ^vbd+++xvbn+=assessed
the ^ati++++=the
correlation ^nn+nom+++=correlation
between ^in++++=between
the ^ati++++=the
proportions ^nns+nom+++=proportions
of ^in++++=of
Sars ^np+++??+=SARS-CoV-2-reactive
- ^zz++++=EXTRAWORD
cov ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
2 ^zz++++=EXTRAWORD
- ^zz++++=EXTRAWORD
reactive ^jj+atrb+++=EXTRAWORD
T ^zz++++=T
Fh ^np+++??+=FH
cell ^nn++++=cell
subsets ^nns+++??+=subsets
and ^cc++++=and
immunoglobulin ^nn+++??+=immunoglobulin
G ^zz++++=G
( ^zz++++=(IgG)
igg ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
antibody ^nn++++=antibody
titers ^nn++++=titers
against ^in++++=against
the ^ati++++=the
Sars ^np+++??+=SARS-CoV-2
- ^zz++++=EXTRAWORD
cov ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
2 ^zz++++=EXTRAWORD
S1 ^np+++??+=S1/S2
( ^zz++++=(S1
s1 ^nn+++??+=EXTRAWORD
and ^cc++++=and
S2 ^np+++??+=S2
subunits ^nns+++??+=subunits),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+vrb++=was
higher ^jjr+pred+++=higher
in ^in++++=in
hospitalized ^jj+atrb++xvbn+=hospitalized
patients ^nns++++=patients
( ^zz++++=(
Figures ^np++++=Figures
3 ^zz++++=3
F ^zz++++=F,
, ^zz++++=EXTRAWORD
3g ^cd++++=3G,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
S3 ^np+++??+=S3
G ^zz++++=G).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Although ^cs+con+++=Although
the ^ati++++=the
total ^jj+atrb+++=total
frequency ^nn++++=frequency
of ^in++++=of
Sars ^np+++??+=SARS-CoV-2-reactive
- ^zz++++=EXTRAWORD
cov ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
2 ^zz++++=EXTRAWORD
- ^zz++++=EXTRAWORD
reactive ^jj+atrb+++=EXTRAWORD
T ^zz++++=T
Fh ^np+++??+=FH
cells ^nns++++=cells
( ^zz++++=(clusters
clusters ^nns+nom+++=EXTRAWORD
0 ^zz++++=0,
, ^zz++++=EXTRAWORD
5 ^zz++++=5,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
7 ^zz++++=7)
) ^zz++++=EXTRAWORD
showed ^vbd+vprv++xvbn+=showed
a ^at++++=a
positive ^jj+atrb+++=positive
correlation ^nn+nom+++=correlation
with ^in++++=with
antibody ^nn++++=antibody
levels ^nns++++=levels
in ^in++++=in
hospitalized ^jj+++xvbn+=hospitalized
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
patients ^nns++++=patients,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
not ^xnot++not++=not
in ^in++++=in
non ^&fw++++=non-hospitalized
- ^zz++++=EXTRAWORD
hospitalized ^jj+++xvbn+=EXTRAWORD
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
patients ^nns++++=patients
( ^zz++++=(
Figure ^np++++=Figure
3 ^zz++++=3
F ^zz++++=F),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
relative ^jj+atrb+++=relative
proportions ^nns+nom+++=proportions
of ^in++++=of
cytotoxic ^jj+atrb+++=cytotoxic
T ^zz++++=T
Fh ^np+++??+=FH
cells ^nns++++=cells
( ^zz++++=(T
t ^zz++++=EXTRAWORD
Fh ^np+++??+=FH
cells ^nns++++=cells
in ^in++++=in
cluster ^nn+nom+++=cluster
5 ^zz++++=5)
) ^zz++++=EXTRAWORD
showed ^vbd+vprv++xvbn+=showed
a ^at++++=a
strong ^jj+atrb+++=strong
negative ^jj+atrb+++=negative
correlation ^nn+nom+++=correlation
with ^in++++=with
anti ^nn+++??+=anti-S1/S2
- ^zz++++=EXTRAWORD
s1 ^nn+++??+=EXTRAWORD
antibody ^nn++++=antibody
levels ^nns++++=levels
in ^in++++=in
hospitalized ^jj+++xvbn+=hospitalized
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
patients ^nns++++=patients
( ^zz++++=(
Figure ^np++++=Figure
3 ^zz++++=3
G ^zz++++=G
and ^cc++++=and
Table ^nn++++=Table
S3 ^np+++??+=S3
C ^zz++++=C).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Conversely ^rb+cnj+++=Conversely,
, ^zz++++=EXTRAWORD
the ^ati++++=the
proportions ^nns+nom+++=proportions
of ^in++++=of
T ^zz++++=T
Fh ^np+++??+=FH
cells ^nns++++=cells
in ^in++++=in
cluster ^nn+nom+++=cluster
0 ^zz++++=0
( ^zz++++=(non-cytotoxic)
non ^&fw++++=EXTRAWORD
- ^zz++++=EXTRAWORD
cytotoxic ^jj++++=EXTRAWORD
) ^zz++++=EXTRAWORD
were ^vbd+bed+aux++=were
positively ^rb++splt++=positively
correlated ^vpsv++agls+xvbnx+=correlated
with ^in++++=with
antibody ^nn++++=antibody
concentrations ^nns+nom+++=concentrations
in ^in++++=in
hospitalized ^jj+++xvbn+=hospitalized
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
patients ^nns++++=patients
( ^zz++++=(
Figure ^np++++=Figure
S3 ^np+++??+=S3
H ^zz++++=H).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
noted ^vbd+vprv++xvbn+=noted
that ^tht+vcmp+++=that
the ^ati++++=the
magnitude ^nn++++=magnitude
of ^in++++=of
cytotoxic ^jj+atrb+++=cytotoxic
T ^zz++++=T
Fh ^np+++??+=FH
response ^nn++++=response
( ^zz++++=(cluster
cluster ^nn+nom+++=EXTRAWORD
5 ^zz++++=5)
) ^zz++++=EXTRAWORD
also ^rb++++=also
showed ^vbd+vprv++xvbn+=showed
a ^at++++=a
significant ^jj+atrb+++=significant
negative ^jj+atrb+++=negative
correlation ^nn+nom+++=correlation
with ^in++++=with
the ^ati++++=the
time ^nn++++=time
interval ^nn+nom+++=interval
between ^in++++=between
onset ^nn++++=onset
of ^in++++=of
illness ^nns+nom+++=illness
and ^cc++++=and
sample ^nn++++=sample
collection ^nn+nom+++=collection,
, ^zz++++=EXTRAWORD
suggesting ^vbg+vpub++xvbg+=suggesting
that ^tht+vcmp+++=that
their ^pp$+pp3+++=their
association ^nn+nom+++=association
with ^in++++=with
antibody ^nn++++=antibody
levels ^nns++++=levels
could ^md+pos+++=could
be ^vb+be+vrb++=be
confounded ^jj+pred+++=confounded
by ^in++++=by
the ^ati++++=the
timing ^nn++++=timing
of ^in++++=of
analysis ^nn++++=analysis
of ^in++++=of
patients ^nns++++=patients
samples ^nns++++=samples
( ^zz++++=(
Figure ^np++++=Figure
3 ^zz++++=3
G ^zz++++=G
and ^cc++++=and
Table ^nn++++=Table
S3 ^np+++??+=S3
C ^zz++++=C).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Furthermore ^rb+cnj+++=Furthermore,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
did ^vbd+dod+aux++=did
not ^xnot++not++=not
observe ^vb+vprv+++=observe
this ^dt+dem+++=this
negative ^jj+atrb+++=negative
association ^nn+nom+++=association
between ^in++++=between
cytotoxic ^jj+atrb+++=cytotoxic
T ^zz++++=T
Fh ^np+++??+=FH
cells ^nns++++=cells
and ^cc++++=and
anti ^nn+++??+=anti-S1/S2
- ^zz++++=EXTRAWORD
s1 ^nn+++??+=EXTRAWORD
antibody ^nn++++=antibody
levels ^nns++++=levels
in ^in++++=in
non ^&fw++++=non-hospitalized
- ^zz++++=EXTRAWORD
hospitalized ^jj+atrb++xvbn+=EXTRAWORD
patients ^nns++++=patients,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
suggested ^vprf+++xvbn+=suggested
that ^tht+vcmp+++=that
other ^ap++++=other
mechanisms ^nns+nom+++=mechanisms
such ^abl++++=such
as ^in++++=as
lower ^jjr+atrb+++=lower
viral ^jj+atrb+++=viral
titers ^nn++++=titers
may ^md+pos+++=may
explain ^vb+vpub+++=explain
the ^ati++++=the
low ^jj+atrb+++=low
levels ^nns++++=levels
of ^in++++=of
anti ^nn+++??+=anti-S1/S2
- ^zz++++=EXTRAWORD
s1 ^nn+++??+=EXTRAWORD
antibodies ^nns++++=antibodies
in ^in++++=in
non ^&fw++++=non-hospitalized
- ^zz++++=EXTRAWORD
hospitalized ^jj+atrb++xvbn+=EXTRAWORD
patients ^nns++++=patients.
. ^zz++++=EXTRAWORD
To ^in++++=To
further ^jjb++++=further
assess ^vb++++=assess
effects ^nns++++=effects
on ^rp++++=on
B ^zz++++=B
cell ^nn++++=cell
function ^nn+nom+++=function,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
analyzed ^vbd+++xvbn+=analyzed
B ^zz++++=B
cells ^nns++++=cells
specific ^jj++++=specific
for ^in++++=for
Sars ^np+++??+=SARS-CoV-2
- ^zz++++=EXTRAWORD
cov ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
2 ^zz++++=EXTRAWORD
spike ^nn+++??+=spike
protein ^nn++++=protein
( ^zz++++=(S1
s1 ^nn+++??+=EXTRAWORD
and ^cc++++=and
S2 ^np+++??+=S2
subunits ^nns+++??+=subunits)
) ^zz++++=EXTRAWORD
from ^in++++=from
nine ^cd++++=nine
patients ^nns++++=patients
with ^in++++=with
varying ^xvbg+++xvbg+=varying
proportion ^nn+nom+++=proportion
of ^in++++=of
cytotoxic ^jj+atrb+++=cytotoxic
T ^zz++++=T
Fh ^np+++??+=FH
cells ^nns++++=cells.
. ^zz++++=EXTRAWORD
Notably ^rb+cnj+++=Notably,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
hospitalized ^jj+atrb++xvbn+=hospitalized
patients ^nns++++=patients
with ^in++++=with
high ^jj+atrb+++=high
proportions ^nns+nom+++=proportions
of ^in++++=of
cytotoxic ^jj+atrb+++=cytotoxic
T ^zz++++=T
Fh ^np+++??+=FH
cells ^nns++++=cells
( ^zz++++=(patients
patients ^nns++++=EXTRAWORD
08 ^nn+++??+=08,
, ^zz++++=EXTRAWORD
09 ^nn+++??+=09,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
16 ^cd++++=16),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
observed ^vbd+vprv++xvbn+=observed
a ^at++++=a
much ^ap++++=much
smaller ^jjr+atrb+++=smaller
number ^nn++++=number
of ^in++++=of
S1 ^np+++??+=S1/S2-specific
B ^zz++++=B
cells ^nns++++=cells
compared ^vbd+++xvbn+=compared
to ^in++++=to
those ^dt+dem+++=those
with ^in++++=with
lower ^jjr+atrb+++=lower
proportions ^nns+nom+++=proportions
of ^in++++=of
these ^dt+dem+++=these
cytotoxic ^jj+atrb+++=cytotoxic
T ^zz++++=T
Fh ^np+++??+=FH
cells ^nns++++=cells
( ^zz++++=(
Figure ^np++++=Figure
S3 ^np+++??+=S3
I ^pp1a+pp1+++=I).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Future ^jjb+atrb+++=Future
longitudinal ^jj+atrb+++=longitudinal
studies ^nns++++=studies
that ^tht+rel+subj++=that
examine ^vb++++=examine
the ^ati++++=the
kinetics ^nn++++=kinetics
of ^in++++=of
T ^zz++++=T
and ^cc++++=and
B ^zz++++=B
cell ^nn++++=cell
responses ^nns++++=responses
to ^in++++=to
Sars ^np+++??+=SARS-CoV-2
- ^zz++++=EXTRAWORD
cov ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
2 ^zz++++=EXTRAWORD
are ^vb+ber+vrb++=are
likely ^jj+pred+++=likely
to ^to+jcmp+++=to
provide ^vbi+vsua+++=provide
more ^rbr++++=more
definitive ^jj++++=definitive
and ^cc++++=and
time ^nn++++=time-resolved
- ^zz++++=EXTRAWORD
resolved ^vbd+vsua++xvbn+=EXTRAWORD
associations ^nns+nom+++=associations
between ^in++++=between
cytotoxic ^jj+atrb+++=cytotoxic
t ^zz++++=T
fh ^np++++=FH
cell ^nn++++=cell
and ^cc++++=and
antibody ^nn++++=antibody
responses ^nns++++=responses.
. ^zz++++=EXTRAWORD
