A ^at++++=A
bone ^nn++++=bone
mineral ^nn++++=mineral
density ^nn+nom+++=density
in ^in++++=in
the ^ati++++=the
femoral ^jj+atrb+++=femoral
neck ^nn++++=neck,
, ^zz++++=EXTRAWORD
anteroposterior ^nn++++=anteroposterior
spine ^nn++++=spine,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
forearm ^nn++++=forearm
were ^vbd+bed+vrb++=were
3.0 ^cd++++=3.0,
, ^zz++++=EXTRAWORD
1.5 ^cd++++=1.5,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
1.3 ^cd++++=1.3,
, ^zz++++=EXTRAWORD
respectively ^rb++++=respectively.
. ^zz++++=EXTRAWORD
After ^in++++=After
initial ^jj+atrb+++=initial
treatment ^nn+nom+++=treatment
with ^in++++=with
intravenous ^jj+atrb+++=intravenous
calcium ^nn++++=calcium,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+aux++=was
followed ^vpsv++by+xvbnx+=followed
by ^in++++=by
oral ^jj+atrb+++=oral
calcium ^nn++++=calcium,
, ^zz++++=EXTRAWORD
calcitriol ^nn+++??+=calcitriol,
, ^zz++++=EXTRAWORD
ergocalciferol ^nn+++??+=ergocalciferol,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
magnesium ^nn++++=magnesium,
, ^zz++++=EXTRAWORD
the ^ati++++=the
patient ^nn++++=patient
remained ^vbd+++xvbn+=remained
mildly ^rb+down+++=mildly
symptomatic ^jj++++=symptomatic,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
serum ^nn++++=serum
calcium ^nn++++=calcium
level ^nn++++=level
of ^in++++=of
8.8 ^cd++++=8.8
mg ^nnu++++=mg
per ^nnu++++=per
deciliter ^jjr++++=deciliter
( ^zz++++=(2.2
2.2 ^cd++++=EXTRAWORD
mmol ^nn+++??+=mmol
per ^nnu++++=per
liter ^nn++++=liter),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
a ^at++++=a
Pth ^np+++??+=PTH
level ^nn++++=level
of ^in++++=of
685 ^cd++++=685
pg ^nn+++??+=pg
per ^nnu++++=per
milliliter ^jjr++++=milliliter,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
creatinine ^nn+++??+=creatinine
level ^nn++++=level
of ^in++++=of
0.87 ^nn+++??+=0.87
mg ^nnu++++=mg
per ^nnu++++=per
deciliter ^jjr++++=deciliter
( ^zz++++=(76.9
76.9 ^cd++++=EXTRAWORD
mol ^nn+++??+=mol
per ^nnu++++=per
liter ^nn++++=liter).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vb+hv+aux++=had
had ^vb+hv+vrb++=had
development ^nn+nom+++=development
of ^in++++=of
immune ^jj+atrb+++=immune
thrombocytopenia ^nn+++??+=thrombocytopenia
at ^rb++++=at
25 ^cd++++=25
years ^nns++++=years
of ^in++++=of
age ^nn++++=age
and ^cc++++=and
had ^vbd+hvd+aux++=had
received ^vprf+++xvbnx+=received
intermittent ^jj+atrb+++=intermittent
treatment ^nn+nom+++=treatment
with ^in++++=with
glucocorticoids ^nns+++??+=glucocorticoids,
, ^zz++++=EXTRAWORD
intravenous ^jj+atrb+++=intravenous
immunoglobulins ^nns+++??+=immunoglobulins,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
romiplostim ^nn+++??+=romiplostim
as ^cc++++=as
well ^rb++++=well
as ^cc"++++=as
blood ^nn++++=blood
transfusions ^nns++++=transfusions.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vb+hv+aux++=had
had ^vb+hv+vrb++=had
a ^at++++=a
splenectomy ^nn+++??+=splenectomy
at ^rb++++=at
33 ^cd++++=33
years ^nns++++=years
of ^in++++=of
age ^nn++++=age.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
time ^nn++++=time
of ^in++++=of
the ^ati++++=the
most ^ql+emph+++=most
recent ^jj+atrb+++=recent
presentation ^nn+nom+++=presentation,
, ^zz++++=EXTRAWORD
anti ^nn++++=anti
thyroid ^jj+atrb+++=thyroid
peroxidase ^nn++++=peroxidase
antibodies ^nns++++=antibodies
were ^vbd+bed+vrb++=were
undetectable ^jj+pred+++=undetectable.
. ^zz++++=EXTRAWORD
