As ^in++++=As
the ^ati++++=the
objective ^nn++++=objective
is ^vbz+bez+aux++=is
to ^to++++=to
investigate ^nn+nom+++=investigate
the ^ati++++=the
potential ^jj+atrb+++=potential
relationship ^nn+nom+++=relationship
between ^in++++=between
the ^ati++++=the
foreign ^jj+atrb+++=foreign
exchange ^nn++++=exchange
rate ^nn++++=rate
and ^cc++++=and
femicide ^nn+++??+=femicide.
. ^zz++++=EXTRAWORD
The ^ati++++=The
foreign ^jj+atrb+++=foreign
exchange ^nn++++=exchange
rate ^nn++++=rate
was ^vbd+bedz+aux++=was
selected ^vpsv++agls+xvbnx+=selected
as ^ql++++=as
the ^ati++++=the
primary ^jj+atrb+++=primary
variable ^nn++++=variable
due ^jj+cmpx+++=due
to ^to+jcmp+++=to
its ^pp$+it+++=its
role ^nn++++=role
as ^in++++=as
a ^at++++=a
catalyst ^nn++++=catalyst
for ^in++++=for
various ^jj+atrb+++=various
economic ^jj+atrb+++=economic
crises ^nns++++=crises,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
in ^in++++=in
turn ^nn++++=turn
can ^md+pos+++=can
lead ^vb++++=lead
to ^to++++=to
increased ^vbi++++=increased
unemployment ^nn+nom+++=unemployment
and ^cc++++=and
poverty ^nn++++=poverty.
. ^zz++++=EXTRAWORD
In ^in++++=In
Turkey ^nn++++=Turkey,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
a ^at++++=a
chronic ^jj+atrb+++=chronic
current ^jj+atrb+++=current
account ^nn++++=account
deficit ^nn++++=deficit
and ^cc++++=and
reliance ^nn+nom+++=reliance
on ^in++++=on
foreign ^jj+atrb+++=foreign
capital ^nn++++=capital,
, ^zz++++=EXTRAWORD
fluctuations ^nns+nom+++=fluctuations
in ^in++++=in
the ^ati++++=the
exchange ^nn++++=exchange
rate ^nn++++=rate
have ^vb+hv+vrb++=have
broad ^jj+atrb+++=broad
socio ^nn+++??+=socio-economic
- ^zz++++=EXTRAWORD
economic ^jj+atrb+++=EXTRAWORD
implications ^nns+nom+++=implications,
, ^zz++++=EXTRAWORD
including ^in++++=including
effects ^nns++++=effects
on ^in++++=on
growth ^nn++++=growth
and ^cc++++=and
employment ^nn+nom+++=employment.
. ^zz++++=EXTRAWORD
Due ^jj+cmpx+++=Due
to ^to+jcmp+++=to
the ^ati++++=the
unavailability ^nn+nom+++=unavailability
of ^in++++=of
official ^jj+atrb+++=official
data ^nns++++=data
on ^in++++=on
femicide ^nn+++??+=femicide,
, ^zz++++=EXTRAWORD
data ^nns++++=data
were ^vbd+bed+aux++=were
obtained ^vpsv++agls+xvbnx+=obtained
from ^in++++=from
a ^at++++=a
non ^&fw++++=non-governmental
- ^zz++++=EXTRAWORD
governmental ^jj+atrb+++=EXTRAWORD
organization ^nn+nom+++=organization.
. ^zz++++=EXTRAWORD
Daily ^jj+atrb+++=Daily
data ^nns++++=data
on ^in++++=on
femicide ^nn+++??+=femicide
incidents ^nns++++=incidents
and ^cc++++=and
Us ^pp1o+pp1+++=US
Dollar ^nn++++=Dollar
buying ^vwbg+++xvbg+=buying
rates ^nns++++=rates
for ^in++++=for
the ^ati++++=the
period ^nn++++=period
from ^in++++=from
1 ^zz++++=1
January ^nr+nom+++=January
2019 ^cd++++=2019
to ^to++++=to
29 ^cd++++=29
September ^nr+nom+++=September
2020 ^cd++++=2020
were ^vbd+bed+aux++=were
sourced ^vpsv++agls+xvbnx+=sourced
from ^in++++=from
the ^ati++++=the
We ^pp1a+pp1+++=We
Will ^md+prd+++=Will
Stop ^vb++++=Stop
Femicide ^np+++??+=Femicide
Platform ^nn++++=Platform
and ^cc++++=and
the ^ati++++=the
Central ^jj+atrb+++=Central
Bank ^nn++++=Bank
of ^in++++=of
Turkey ^nn++++=Turkey,
, ^zz++++=EXTRAWORD
respectively ^rb++++=respectively.
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
data ^nns++++=data
were ^vbd+bed+aux++=were
subjected ^vpsv++agls+xvbnx+=subjected
to ^in++++=to
various ^jj+atrb+++=various
econometric ^nn++++=econometric
analyses ^nns++++=analyses.
. ^zz++++=EXTRAWORD
according ^in+cmpx+++=According
to ^in"++++=to
the ^ati++++=the
results ^nns++++=results
of ^in++++=of
these ^dt+dem+++=these
analyses ^nns++++=analyses,
, ^zz++++=EXTRAWORD
