However ^rb+cnj+++=However,
that ^tht+vcmp+++=that
only ^rb+down+++=only
100,000 ^cd++++=100,000
student ^nn++++=student
loans ^nns++++=loans
would ^md+prd+++=would
be ^vb+be+aux++=be
disbursed ^vpsv++agls+xvbnx+=disbursed
in ^in++++=in
2020 ^cd++++=2020,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
further ^jjb+atrb+++=further
decrease ^nn++++=decrease
to ^in++++=to
just ^rb+emph+++=just
over ^in++++=over
50,000 ^cd++++=50,000
expected ^jj+++xvbn+=expected
in ^in++++=in
2021 ^cd++++=2021.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
downward ^jjb+atrb+++=downward
trend ^nn++++=trend
has ^vbz+hvz+aux++=has
had ^vb+hv+vrb++=had
a ^at++++=a
direct ^jj+atrb+++=direct
and ^cc+phrs+++=and
adverse ^jj+atrb+++=adverse
impact ^nn++++=impact
on ^in++++=on
the ^ati++++=the
most ^ql+emph+++=most
socioeconomically ^rb++++=socioeconomically
disadvantaged ^jj+atrb++xvbn+=disadvantaged
groups ^nns++++=groups
in ^in++++=in
Brazil ^np++++=Brazil,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
are ^vb+ber+vrb++=are
unable ^jj+pred+++=unable
to ^to+jcmp+++=to
afford ^vbi++++=afford
monthly ^jj+atrb+++=monthly
tuition ^nn+nom+++=tuition
fees ^nns++++=fees
at ^in++++=at
private ^jj+atrb+++=private
higher ^jjr+atrb+++=higher
education ^nn+nom+++=education
institutions ^nns+nom+++=institutions
( ^zz++++=(Salda
salda ^nn+++??+=EXTRAWORD
a ^at++++=a
2019 ^cd++++=2019;
; ^zz++++=EXTRAWORD
Brasil247 ^np+++??+=Brasil247
2020 ^cd++++=2020).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
In ^in++++=In
response ^nn++++=response
to ^in++++=to
the ^ati++++=the
budget ^nn++++=budget
cuts ^vbz++++=cuts
implemented ^vpsv++by+xvbn+=implemented
by ^in++++=by
the ^ati++++=the
Temer ^np+++??+=Temer
administration ^nn+nom+++=administration,
, ^zz++++=EXTRAWORD
young ^jj+atrb+++=young
people ^nns++++=people
publicly ^rb++++=publicly
expressed ^vbd+vpub++xvbn+=expressed
their ^pp$+pp3+++=their
opposition ^nn+nom+++=opposition
through ^rp++++=through
street ^npl++++=street
demonstrations ^nns+nom+++=demonstrations
in ^in++++=in
2016 ^cd++++=2016
( ^zz++++=(Students
students ^nns++++=EXTRAWORD
national ^jj+atrb+++=National
union ^nn++++=Union
2016 ^cd++++=2016).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
